id,date_begin,date_end,source_no,name_michno,name_freeman,state,ident_freeman,source,xcoord,ycoord,nation 1,nation 2,nation 3,nation 4,pop_group,US casualties,Native casualties,total casualties,share of native casualties,type_engagement,x,y
"148",1864/02/29,1864/02/29,"44",Redwood Creek,Redwood Creek,California,CA-1864/02/29,Michno: Encyclopedia,-2301213.807,2301116.448,Unidentified,,,,"3","0","8","8",100,"10",-123.8450813640,40.6656851992
"149",1864/03/19,1864/03/28,"45","East Branch, South Fork Eel River",Eel River,California,CA-1864/03/19,Michno: Encyclopedia,-2301741.44,2213793.168,Eel River,,,,"1","0","4","4",100,"10",-123.5533377714,39.9177322846
"150",1864/04/28,1864/04/28,"46",Big Bend Eel River,Eel River,California,CA-1864/04/28,Michno: Encyclopedia,-2288286.796,2216958.966,Eel River,,,,"1","0","20","20",100,"10",-123.4117145942,39.9790558801
"151",1864/05/02,1864/05/02,"47",Kneeland's Prairie,Kneeland's Prairie,California,CA-1864/05/02,Michno: Encyclopedia,-2314140.818,2322485.589,Unidentified,,,,"3","0","11","11",100,"10",-124.0667839857,40.8148245900
"152",1864/05/24,1864/05/24,"13",Grouse Creek,Grouse Creek,California,CA-1864/05/23,Michno: Forgotten Fights,-2291091.314,2314294.16,Unidentified,,,,"3","0","9","9",100,"10",-123.7747495841,40.8044175824
"153",1864/05/27,1864/05/27,"48",Thomas's Ranch,Thomas's Ranch,California,CA-1864/05/27,Michno: Encyclopedia,-2259794.607,2290299.969,Hoopa,,,,"1","0","0","0",,"5",-123.3347361779,40.6790128800
"154",1864/05/28,1864/05/28,"49",Big Flat,Big Flat,California,CA-1864/05/28,Michno: Encyclopedia,-2338939.574,2247825.503,Unidentified,,,,"3","0","2","2",100,"10",-124.0903888369,40.1127346974
"155",1866/07/29,1866/07/29,"14",Camp Cady,Owen's Lake,California,CA-1866/07/29,Michno: Forgotten Fights,-1840492.637,1511764.198,Ute,,,,"3","0","7","7",100,"10",-116.4579001926,34.8756899520
"156",1867/08/22,1867/08/22,"50",Surprise Valley,Surprise Valley,California,CA-1867/08/22,Michno: Encyclopedia,-1978566.159,2325915.204,Paiute,Pit River,,,"4","0","2","2",100,"10",-120.1942553108,41.6583482032
"157",1867/09/26,1867/09/28,"51",Infernal Caverns,Infernal Caverns,California,CA-1867/09/26,Michno: Encyclopedia,-2020415.528,2292133.57,Paiute,Pit River,Modoc,,"4","8","22","30",73.33333333,"7",-120.5791349359,41.2715135031
"158",1872/12/21,1872/12/21,"52",Land's Ranch,Modoc War- Land's ranch,California,CA-1872/12/21,Michno: Encyclopedia,-2069485.407,2371278.537,Modoc,,,,"1","2","0","2",0,"0",-121.3999675622,41.8404207728
"159",1873/01/17,1873/01/17,"53",Battle of Stronghold,Modoc War- Battle of the Lava Beds,California,CA-1873/01/17,Michno: Encyclopedia,-2080038.069,2378665.4,Modoc,,,,"1","11","0","11",0,"0",-121.5471474903,41.8791066596
"160",1873/04/11,1873/04/11,"54",Canby Massacre,Modoc War- Canby Murder,California,CA-1873/04/11,Michno: Encyclopedia,-2081093.336,2373389.069,Modoc,,,,"1","1","0","1",0,"0",-121.5424908133,41.8311350767
"161",1873/04/15,1873/04/17,"55",Lava Beds,Modoc War- Lava Beds,California,CA-1873/04/15,Michno: Encyclopedia,-2074761.738,2376027.235,Modoc,,,,"1","8","11","19",57.89473684,"6",-121.4769281913,41.8688797632
"162",1873/04/26,1873/04/26,"56",Hardin Butte / Lava Beds,Modoc War- Thomas Wright Massacre,California,CA-1873/04/26,Michno: Encyclopedia,-2075817.004,2371278.537,Modoc,,,,"1","23","0","23",0,"0",-121.4740146327,41.8254536587
"163",1873/05/07,1873/05/07,"57",Scorpion Point,Modoc War- Scorpion Point,California,CA-1873/05/07,Michno: Encyclopedia,-2079510.436,2368640.371,Modoc,,,,"1","0","0","0",,"5",-121.5087115493,41.7939691395
"164",1873/05/10,1873/05/10,"58",Sorass Lake / Dry Lake,Modoc War- Dry Lake,California,CA-1873/05/10,Michno: Encyclopedia,-2072123.573,2366002.205,Modoc,,,,"1","2","1","3",33.33333333,"3",-121.4139164989,41.7887090336
"165",1873/05/19,1873/05/19,"59",Willow Creek Ridge,Modoc War- Willow Creek,California,CA-1873/05/22,Michno: Encyclopedia,-2087424.933,2377082.501,Modoc,,,,"1","0","0","0",,"5",-121.6284273907,41.8479049821
"166",1848/06/19,1848/06/19,"1",Manco Burro Pass,Fremont's Orchard,Colorado,CO-1848/06/19,Michno: Forgotten Fights,-737304.9469,1597417.017,,,,,,,,,,,-104.3881919930,37.1258366541
"167",1848/07/23,1848/07/23,"2",Cumbress Pass,Eayre's Fight,Colorado,CO-1848/07/23,Michno: Forgotten Fights,-918468.1393,1615309.678,,,,,,,,,,,-106.4566189009,37.1246954578
"168",1855/04/29,1855/04/29,"5",Poncha Pass,Cedar Canyon,Colorado,CO-1855/04/29,Michno: Encyclopedia,-878959.3452,1761043.73,,,,,,,,,,,-106.1874626504,38.4555640157
"169",1864/04/12,1864/04/12,"7",Fremont's Orchard,Hungate Massacre,Colorado,CO-1864/04/12,Michno: Encyclopedia,-671943.0693,1936211.348,Cheyenne,,,,"3","2","0","2",0,"0",-103.9706345778,40.1877755388
"170",1864/04/15,1864/04/15,"8",Eayre's Fight,Sand Creek,Colorado,CO-1864/04/15,Michno: Encyclopedia,-601421.0412,1825878.498,Cheyenne,,,,"3","0","0","0",,"5",-103.0405957648,39.2558881892
"171",1864/05/03,1864/05/03,"9",Cedar Canyon,White Butte Creek,Colorado,CO-1864/05/03,Michno: Encyclopedia,-617914.0962,1999908.664,Cheyenne,,,,"3","1","4","5",80,"8",-103.3910579694,40.7935131227
"172",1864/06/11,1864/06/11,"10",Hungate Massacre,Sand Creek Massacre,Colorado,CO-1864/06/11,Michno: Encyclopedia,-734502.9329,1814503.977,Cheyenne,Arapaho,,,"3","4","0","4",0,"0",-104.5788438774,39.0572687285
"173",1864/08/11,1864/08/11,"11",Sand Creek,Valley Station,Colorado,CO-1864/08/11,Michno: Encyclopedia,-569572.3834,1708720.935,Arapaho,,,,"3","0","0","0",,"5",-102.5742690076,38.2336383407
"174",1864/10/10,1864/10/10,"12",White Butte Creek,Valley Station,Colorado,CO-1864/10/10,Michno: Encyclopedia,-594880.6918,1945026.602,Cheyenne,,,,"3","0","10","10",100,"10",-103.0678578124,40.3205847858
"175",1864/11/29,1864/11/29,"13",Sand Creek / Chivington Massacre,American Ranch,Colorado,CO-1864/11/29,Michno: Encyclopedia,-567297.4792,1747394.305,Cheyenne,,,,"3","15","300","315",95.23809524,"10",-102.5789478515,38.5792473818
"176",1865/01/07,1865/01/07,"14",Julesburg,American Ranch,Colorado,CO-1865/01/07,Michno: Encyclopedia,-522936.8487,2002183.568,Cheyenne,Lakota Sioux,,,"3","12","0","12",0,"0",-102.2603756110,40.8746377987
"177",1865/01/07,1865/01/07,"15",Valley Station,Julesburg,Colorado,CO-1865/01/07,Michno: Encyclopedia,-584359.2602,1977728.348,Cheyenne,Lakota Sioux,,,"3","12","0","12",0,"0",-102.9717539015,40.6186561341
"178",1865/01/14,1865/01/14,"16",American Ranch,Spring Canyon,Colorado,CO-1865/01/14,Michno: Encyclopedia,-602558.4933,1958960.389,Lakota Sioux,Cheyenne,,,"4","7","3","10",30,"3",-103.1712043910,40.4394890217
"179",1865/01/14,1865/01/15,"17",Godfrey's Ranch,Big Timber,Colorado,CO-1865/01/14,Michno: Encyclopedia,-619335.9112,1953273.129,Lakota Sioux,Cheyenne,,,"4","7","3","10",30,"3",-103.3648534805,40.3774249437
"180",1865/02/02,1865/02/02,"18",Julesburg,Kiowa,Colorado,CO-1865/02/02,Michno: Encyclopedia,-512699.7801,2006733.376,Cheyenne,Lakota Sioux,,,"3","0","0","0",,"5",-102.1416811777,40.9211415774
"181",1865/06/14,1865/06/14,"19",Spring Canyon,Rule Creek,Colorado,CO-1865/06/14,Michno: Encyclopedia,-545685.89,1582463.756,Kiowa,Comanche,,,"2","1","0","1",0,"0",-102.2043662486,37.1239455392
"182",1867/06/11,1867/06/11,"20",Big Timber,Big Sandy Creek,Colorado,CO-1867/06/11,Michno: Encyclopedia,-529761.5611,1783792.771,Cheyenne,,,,"3","1","3","4",75,"8",-102.1722818584,38.9257063281
"183",1868/08/25,1868/08/25,"3",Dietemann Massacre,Beecher Island,Colorado,CO-1868/08/25,Michno: Forgotten Fights,-759670.7731,1842322.814,Arapaho,,,,"3","2","0","2",0,"0",-104.9014621656,39.2838050703
"184",1868/09/10,1868/09/10,"21",Rule Creek,Dog Creek,Colorado,CO-1868/09/10,Michno: Encyclopedia,-613933.0139,1668910.113,Unidentified,,,,"3","2","4","6",66.66666667,"7",-103.0504536353,37.8510120705
"185",1868/09/15,1868/09/15,"22",Big Sandy Creek,Battle of Summit Springs,Colorado,CO-1868/09/15,Michno: Encyclopedia,-612795.5619,1795167.292,Cheyenne,,,,"3","0","11","11",100,"10",-103.1462698605,38.9750713415
"186",1868/09/17,1868/09/21,"23",Beecher's Island,Siege of Milk Creek,Colorado,CO-1868/09/17,Michno: Encyclopedia,-529192.8351,1883319.827,Lakota Sioux,Cheyenne,,,"4","6","30","36",83.33333333,"8",-102.2417278781,39.8122064492
"187",1869/07/08,1869/07/08,"24",Dog Creek,Siege of Milk Creek,Colorado,CO-1869/07/08,Michno: Encyclopedia,-522368.1227,1904362.69,Cheyenne,,,,"3","0","0","0",,"5",-102.1775703533,40.0035792900
"188",1869/07/11,1869/07/11,"25",Summit Springs,Rangeley,Colorado,CO-1869/07/11,Michno: Encyclopedia,-578387.6369,1949292.047,Cheyenne,Lakota Sioux,,,"3","0","67","67",100,"10",-102.8762546537,40.3693494014
"189",1879/09/29,1879/09/29,"27",White River Massacre / Meeker Massacre,,Colorado,CO-1879/09/29,Michno: Encyclopedia,-1000666.716,1962372.746,Ute,,,,"3","13","37","50",74,"7",-107.8747695882,40.1141977213
"190",1879/09/29,1879/10/05,"26",Milk Creek,,Colorado,CO-1879/09/29,Michno: Encyclopedia,-973367.8667,1973747.266,Ute,,,,"3","13","37","50",74,"7",-107.5704024244,40.2449318380
"191",1887/08/25,1887/08/25,"4",Colorow's War,,Colorado,CO-1887/08/25,Michno: Forgotten Fights,-1085093.545,1982109.228,Ute,,,,"3","4","8","12",66.66666667,"7",-108.8964818082,40.1909310792
"192",1862/08/09,1862/08/10,"9",Massacre Rocks,Flenns Ferry,Idaho,ID-1862/08/09,Michno: Encyclopedia,-1380897.36,2310403.181,Shoshone,Bannock,,,"3","5","0","5",0,"0",-113.0402403536,42.6739234104
"193",1862/09/12,1862/09/12,"10",City of Rocks,Bruneau Valley,Idaho,ID-1862/09/12,Michno: Encyclopedia,-1430427.774,2263526.182,Shoshone,Bannock,,,"3","6","0","6",0,"0",-113.5323144466,42.1814137086
"194",1863/01/29,1863/01/29,"11",Bear River,Silver City,Idaho,ID-1863/01/29,Michno: Encyclopedia,-1296872.549,2245836.748,Shoshone,Paiute,,,"3","21","300","321",93.45794393,"9",-111.8913787032,42.2346065883
"195",1864/09/13,1864/09/16,"2",Three Island Crossing,Battle Creek,Idaho,ID-1864/09/13,Michno: Forgotten Fights,-1557913.312,2364927.049,Paiute,,,,"4","0","6","6",100,"10",-115.3034750739,42.8519017954
"196",1865/02/15,1865/02/15,"12",Bruneau Valley,Juniper Canyon,Idaho,ID-1865/02/15,Michno: Encyclopedia,-1595823.98,2359049.124,Bannock,,,,"3","0","0","0",,"5",-115.7450354975,42.7311965508
"197",1866/07/03,1866/07/07,"3",Jennings's Fight,Bannock War- Clark's Fork,Idaho,ID-1866/07/02,Michno: Forgotten Fights,-1681379.461,2345932.257,Paiute,,,,"4","1","5","6",83.33333333,"8",-116.7362267220,42.4547051560
"198",1868/06/24,1868/06/24,"4",Battle Creek,Nez Perce War- White Bird Canyon,Idaho,ID-1868/06/24,Michno: Forgotten Fights,-1638113.545,2339600.659,Comanche,,,,"4","0","7","7",100,"10",-116.2024270461,42.4820935926
"199",1868/07/26,1868/07/26,"5",Juniper Canyon,Nez Perce War- Clear Creek,Idaho,ID-1868/07/26,Michno: Forgotten Fights,-1673992.597,2397640.302,Paiute,,,,"4","0","9","9",100,"10",-116.7852720808,42.9206947943
"200",1878/06/08,1878/06/08,"22",South Mountains,Nez Perce War- Cottonwood Ranch,Idaho,ID-1878/06/08,Michno: Encyclopedia,-1672330.781,2378949.737,Bannock,,,,"3","2","1","3",33.33333333,"3",-116.7154977022,42.7606161178
"201",1877/06/17,1877/06/17,"13",White Bird Canyon,,Idaho,ID-1877/06/17,Michno: Encyclopedia,-1557791.698,2666845.272,Nez Perce,,,,"3","34","0","34",0,"0",-116.0812578835,45.5028543636
"202",1877/07/01,1877/07/01,"14",Clear Creek,Nez Perce War- Brave Seventee,Idaho,ID-1877/07/01,Michno: Encyclopedia,-1530373.075,2718144.63,Nez Perce,,,,"3","0","3","3",100,"10",-115.8743478226,46.0060785550
"203",1877/07/03,1877/07/03,"15",Cottonwood Creek / Craig's Mountain,Nez Perce War- Clearwater River,Idaho,ID-1877/07/04,Michno: Encyclopedia,-1574154.424,2721240.281,Nez Perce,,,,"3","12","0","12",0,"0",-116.4343040657,45.9503191143
"204",1877/07/04,1877/07/04,"16",Cottonwood House,Nez Perce War- Weippe Prairie,Idaho,ID-1877/07/04b,Michno: Encyclopedia,-1555580.518,2713280.036,Nez Perce,,,,,,,,,,-116.1788112107,45.9157242904
"205",1877/07/05,1877/07/05,"17","""Brave Seventeen"" Fight",Nez Perce War- Birch Creek Massacre,Idaho,ID-1877/07/05,Michno: Encyclopedia,-1558233.933,2699128.489,Nez Perce,,,,"3","3","1","4",25,"3",-116.1738190604,45.7861034047
"206",1877/07/11,1877/07/12,"18",Clearwater River,Nez Perce War- Battle of Camas Meadow,Idaho,ID-1877/07/11,Michno: Encyclopedia,-1532142.019,2703550.847,Nez Perce,,,,"3","13","63","76",82.89473684,"8",-115.8576289000,45.8741717402
"207",1877/07/17,1877/07/17,"19",Weippe Prairie,Clearwater River,Idaho,ID-1877/07/17,Michno: Encyclopedia,-1514452.585,2748658.904,Nez Perce,,,,"3","1","1","2",50,"5",-115.7547049150,46.3048667026
"208",1877/08/15,1877/08/15,"20",Birch Creek,Big Creek Station pursuit,Idaho,ID-1877/08/15,Michno: Encyclopedia,-1354363.209,2464743.491,Nez Perce,,,,"3","5","0","5",0,"0",-113.0580003722,44.0766368985
"209",1877/08/20,1877/08/20,"21",Camas Meadows,,Idaho,ID-1877/08/20,Michno: Encyclopedia,-1292007.955,2477568.331,Nez Perce,,,,"3","6","0","6",0,"0",-112.3157801250,44.2876287604
"210",1878/07/21,1878/07/21,"23",Middle Fork Clearwater River,,Idaho,MT-1878/07/21,Michno: Encyclopedia,-1508427.121,2709465.752,Nez Perce,,,,"3","0","6","6",100,"10",-115.5745136034,45.9703090414
"211",1879/07/29,1879/07/29,"24",Big Creek / Vinegar Hill,,Idaho,ID-1879/07/29,Michno: Encyclopedia,-1489632.098,2599349.026,Bannock,Shoshone,,,"3","0","0","0",,"5",-115.0545959900,45.0340326238
"212",1864/05/16,1864/05/16,"2",Spirit Lake,Cow Creek,Iowa,IA-1864/05/16,Michno: Encyclopedia,84921.25052,2258015.027,Santee Sioux,,,,"4","0","0","0",,"5",-94.9479741089,43.3119772824
"213",1857/07/29,1857/07/29,"1",Solomon's Fork,Ulysses,Kansas,KS-1857/07/29,Michno: Encyclopedia,-332831.2502,1821667.303,,,,,,,,,,,-99.8992494815,39.3562518572
"214",1859/05/13,1859/05/13,"2",Crooked Creek,Lincoln,Kansas,KS-1859/05/13,Michno: Encyclopedia,-360894.7126,1610671.641,,,,,,,,,,,-100.1205086428,37.4648450416
"215",1863/05/15,1863/05/15,"13",Verdigris River,Smoky Hill Crossing,Kansas,KS-1863/05/15,Michno: Forgotten Fights,84918.73951,1597976.163,Osage,,,,"4","22","0","22",0,"0",-95.0313458144,37.4175247560
"216",1864/05/16,1864/05/16,"3",Big Bushes,Cimarron Crossing,Kansas,KS-1864/05/16,Michno: Encyclopedia,-278263.4066,1742154.159,Cheyenne,,,,"3","4","3","7",42.85714286,"4",-99.2288734281,38.6655777906
"217",1864/07/20,1864/07/22,"14",Cow Creek,Pawnee Fork,Kansas,KS-1864/07/20,Michno: Forgotten Fights,-201922.9818,1711482.731,Comanche,Kiowa,Arapaho,,"4","0","30","30",100,"10",-98.3347286986,38.4119856843
"218",1864/08/01,1864/08/01,"15",Wagon Bed Spring,Ft. Zarah,Kansas,KS-1864/08/01,Michno: Forgotten Fights,-474786.0617,1631524.902,Kiowa,Comanche,,,"2","5","0","5",0,"0",-101.4319695980,37.5996316681
"219",1864/08/06,1864/08/06,"16",Moffitt Massacre,Cow Creek,Kansas,KS-1864/08/06,Michno: Forgotten Fights,-174524.8446,1780816.792,Unidentified,,,,"3","4","0","4",0,"0",-98.0352079241,39.0360255615
"220",1864/08/16,1864/08/16,"4",Smoky Hill Crossing,Point of Rocks,Kansas,KS-1864/08/16,Michno: Encyclopedia,-170686.8006,1748910.178,Cheyenne,,,,"3","4","0","4",0,"0",-97.9827024574,38.7521456574
"221",1864/08/21,1864/08/21,"17",Cimarron Crossing,Cow Creek,Kansas,KS-1864/08/21,Michno: Forgotten Fights,-368548.3871,1652213.291,Cheyenne,,,,"3","1","0","1",0,"0",-100.2288727950,37.8321498413
"222",1864/09/25,1864/09/25,"5",Pawnee Fork,Ft. Dodge,Kansas,KS-1864/09/25,Michno: Encyclopedia,-381162.7688,1690184.785,Cheyenne,,,,"3","2","9","11",81.81818182,"8",-100.3935423343,38.1654793082
"223",1864/11/20,1864/11/20,"6",Fort Zarah,Jamestown,Kansas,KS-1864/11/20,Michno: Encyclopedia,-241365.1504,1705255.903,Arapaho,,,,"3","0","0","0",,"5",-98.7884252083,38.3469680474
"224",1864/12/04,1864/12/04,"7",Cow Creek,Lookout Station,Kansas,KS-1864/12/04,Michno: Encyclopedia,-202388.1193,1715649.778,Kiowa,,,,"2","0","0","0",,"5",-98.3412914485,38.4490493389
"225",1865/01/20,1865/01/20,"8",Point of Rocks,Cimarron Crossing,Kansas,KS-1865/01/20,Michno: Encyclopedia,-356737.1627,1647050.203,Cheyenne,Arapaho,,,"3","1","3","4",75,"8",-100.0909675651,37.7907388855
"226",1865/06/11,1865/06/11,"9",Cow Creek,Ft. Dodge,Kansas,KS-1865/06/11,Michno: Encyclopedia,-211222.913,1697980.191,Kiowa,,,,"2","0","5","5",100,"10",-98.4382080035,38.2894748701
"227",1865/06/12,1865/06/12,"18",Fort Dodge,Ft. Wallace,Kansas,KS-1865/06/12,Michno: Forgotten Fights,-338913.6674,1642707.815,Kiowa,,,,"2","2","0","2",0,"0",-99.8847716621,37.7586999275
"228",1866/05/18,1866/05/18,"19",Little Cheyenne Creek,Ft. Wallace,Kansas,KS-1866/05/18,Michno: Forgotten Fights,-151599.8728,1835053.921,Cheyenne,,,,"3","6","0","6",0,"0",-97.7797806693,39.5239674545
"229",1867/04/15,1867/04/15,"10",Lookout Station,Ft. Wallace,Kansas,KS-1867/04/15,Michno: Encyclopedia,-292295.1378,1759823.747,Lakota Sioux,Cheyenne,,,"4","3","0","3",0,"0",-99.3988875462,38.8187610982
"230",1867/04/19,1867/04/19,"11",Cimarron Crossing,Wilson's Creek,Kansas,KS-1867/04/19,Michno: Encyclopedia,-375965.8314,1653286.528,Lakota Sioux,Cheyenne,,,"4","0","6","6",100,"10",-100.3144265041,37.8387421187
"231",1867/06/12,1867/06/12,"12",Fort Dodge,Wilson's Creek,Kansas,KS-1867/06/12,Michno: Encyclopedia,-345823.5939,1654325.916,Kiowa,,,,"2","1","0","1",0,"0",-99.9694443326,37.8597246069
"232",1867/06/21,1867/06/22,"13",Fort Wallace,Kidder Massacre,Kansas,KS-1867/06/21,Michno: Encyclopedia,-500952.1779,1783989.506,Cheyenne,Lakota Sioux,,,"3","2","0","2",0,"0",-101.8376305986,38.9436888428
"233",1867/06/21,1867/06/27,"20",Union Pacific Railroad,Big Creek Station,Kansas,KS-1867/06/21,Michno: Forgotten Fights,-253923.5277,1762364.985,Cheyenne,Lakota Sioux,,,"3","2","0","2",0,"0",-98.9539191465,38.8528614441
"234",1867/06/22,1867/06/22,"14",Baca's Wagon Train,Prairie Dog Creek,Kansas,KS-1867/06/22,Michno: Encyclopedia,-384280.9313,1640813.878,Cheyenne,,,,"3","5","0","5",0,"0",-100.4030850812,37.7241722189
"235",1867/06/26,1867/06/26,"15",Pond Creek Station,Davis's Fight,Kansas,KS-1867/06/26,Michno: Encyclopedia,-511346.0529,1791265.219,Unidentified,,,,"3","0","5","5",100,"10",-101.9637505209,39.0027232937
"236",1867/06/26,1867/06/26,"16",Black Butte Creek / Cooke's Fight,Southern,Kansas,KS-1867/06/26,Michno: Encyclopedia,-488999.2217,1814651.437,Unidentified,,,,"3","0","5","5",100,"10",-101.7201617563,39.2232347401
"237",1867/07/02,1867/07/02,"17",Kidder's Fight,Pawnee Fork,Kansas,KS-1867/07/02,Michno: Encyclopedia,-479384.8874,1850770.153,Lakota Sioux,Cheyenne,,,"4","11","2","13",15.38461538,"2",-101.6329752431,39.5500608088
"238",1867/08/01,1867/08/02,"18",Saline River,Coon Creek,Kansas,KS-1867/08/01,Michno: Encyclopedia,-278263.4066,1791005.372,Cheyenne,,,,"3","1","2","3",66.66666667,"7",-99.2482409939,39.1011699562
"239",1867/08/21,1867/08/22,"19",Prairie Dog Creek,Prairie Dog Creek,Kansas,KS-1867/08/20,Michno: Encyclopedia,-312043.5003,1864801.884,Cheyenne,Lakota Sioux,,,"3","8","10","18",55.55555556,"6",-99.6754970617,39.7482376555
"240",1867/09/15,1867/09/15,"20",Davis's Fight,Beaver Creek,Kansas,KS-1867/09/15,Michno: Encyclopedia,-344264.5127,1782690.272,Cheyenne,,,,"3","2","5","7",71.42857143,"7",-100.0137628451,39.0045413702
"241",1868/08/13,1868/08/13,"21",Elkhorn Creek,Beaver Creek,Kansas,KS-1868/08/13,Michno: Encyclopedia,-173804.9631,1775934.253,Kiowa,,,,"2","1","10","11",90.90909091,"9",-98.0256022135,38.9926105297
"242",1868/08/18,1868/08/21,"22",Pawnee Fork,Ft. Dodge,Kansas,KS-1868/08/18,Michno: Encyclopedia,-300610.2378,1674593.972,Cheyenne,,,,"3","0","5","5",100,"10",-99.4594313450,38.0561828570
"243",1868/09/02,1868/09/02,"23",Little Coon Creek,Mulberry Creek,Kansas,KS-1868/09/02,Michno: Encyclopedia,-322957.069,1654845.61,Kiowa,,,,"2","0","3","3",100,"10",-99.7074852174,37.8725959156
"244",1868/10/14,1868/10/14,"24",Prairie Dog Creek,Elephant Rock,Kansas,KS-1868/10/14,Michno: Encyclopedia,-336988.8002,1878313.922,Cheyenne,,,,"3","1","0","1",0,"0",-99.9756474874,39.8597636411
"245",1868/10/18,1868/10/18,"25",Beaver Creek,Fossil Creek,Kansas,KS-1868/10/18,Michno: Encyclopedia,-428974.5937,1878313.922,Cheyenne,Lakota Sioux,,,"3","0","10","10",100,"10",-101.0590260084,39.8207567598
"246",1868/10/25,1868/10/26,"26",Beaver Creek,Saline,Kansas,KS-1868/10/25,Michno: Encyclopedia,-406627.7625,1887668.409,Cheyenne,Lakota Sioux,,,"3","0","10","10",100,"10",-100.8015122998,39.9144686341
"247",1868/11/19,1868/11/19,"27",Wilson's Fight,Sheridan,Kansas,KS-1868/11/19,Michno: Encyclopedia,-295932.9941,1712531.616,Kiowa,Cheyenne,,,"2","0","4","4",100,"10",-99.4213633027,38.3959423008
"248",1869/01/29,1869/01/29,"28",Mulberry Creek,Prairie Dog Creek,Kansas,KS-1869/01/29,Michno: Encyclopedia,-329193.394,1625742.76,Pawnee,,,,"4","0","0","0",,"5",-99.7657707117,37.6109410715
"249",1869/05/13,1869/05/13,"29",Elephant Rock,Bear Creek Station,Kansas,KS-1869/05/13,Michno: Encyclopedia,-393115.7251,1890786.572,Lakota Sioux,,,,"4","4","25","29",86.20689655,"9",-100.6440164300,39.9482528865
"250",1869/05/28,1869/05/28,"30",Fossil Creek Station,Solomon River,Kansas,KS-1869/05/28,Michno: Encyclopedia,-246562.0879,1762422.216,Cheyenne,,,,"3","2","0","2",0,"0",-98.8683556057,38.8553833871
"251",1869/05/30,1869/05/30,"21",Spillman Creek Raids,Ft. Dodge,Kansas,KS-1869/05/30,Michno: Forgotten Fights,-182912.0295,1789203.977,Cheyenne,,,,"3","11","0","11",0,"0",-98.1351794250,39.1091972776
"252",1869/06/19,1869/06/19,"31",Sheridan,Bear Creek,Kansas,KS-1869/06/19,Michno: Encyclopedia,-483802.2842,1798540.931,Cheyenne,,,,"3","0","4","4",100,"10",-101.6483259927,39.0825213439
"253",1869/09/26,1869/09/26,"32",Prairie Dog Creek,Lone Tree Massacre,Kansas,KS-1869/09/26,Michno: Encyclopedia,-376485.5251,1865321.578,Lakota Sioux,,,,"4","0","2","2",100,"10",-100.4338250711,39.7283425981
"254",1870/05/31,1870/05/31,"33",Bear Creek Station,Sappa Creek Fight,Kansas,KS-1870/05/31,Michno: Encyclopedia,-341146.3502,1580789.25,Kiowa,,,,"2","2","15","17",88.23529412,"9",-99.8813640775,37.2058430899
"255",1870/06/01,1870/06/01,"34",North Fork Solomon River,Smoky Hill Station,Kansas,KS-1870/06/01,Michno: Encyclopedia,-254877.1879,1849211.072,Cheyenne,,,,"3","0","0","0",,"5",-98.9968547694,39.6271001779
"256",1872/05/22,1872/05/22,"35",Cimarron Crossing,Dull Knife's Raid- Scott City/Squaw's Den,Kansas,KS-1872/05/22,Michno: Encyclopedia,-339327.4221,1564159.051,Kiowa,Cheyenne,,,"2","1","0","1",0,"0",-99.8530250877,37.0582157040
"257",1874/06/24,1874/06/24,"36",Bear Creek Redoubt,,Kansas,OK-1874/06/24,Michno: Encyclopedia,-347382.6752,1597939.144,Cheyenne,,,,"3","0","4","4",100,"10",-99.9603628184,37.3564571178
"258",1874/08/25,1874/08/25,"22",Lone Tree Massacre,,Kansas,KS-1874/08/24,Michno: Forgotten Fights,-390914.2133,1578965.21,Cheyenne,,,,"3","6","0","6",0,"0",-100.4458501243,37.1701289873
"259",1875/04/23,1875/04/23,"37",Sappa Creek,,Kansas,KS-1875/04/23,Michno: Encyclopedia,-419620.1062,1861164.028,Cheyenne,,,,"3","0","27","27",100,"10",-100.9384062046,39.6723139050
"260",1875/10/27,1875/10/27,"38",Smoky Hill Station,,Kansas,KS-1875/10/27,Michno: Encyclopedia,-451581.2718,1775414.559,Arapaho,,,,"3","0","2","2",100,"10",-101.2580236059,38.8930138350
"261",1878/09/27,1878/09/27,"39",Punished Woman's Fork,,Kansas,KS-1878/09/27,Michno: Encyclopedia,-439888.1624,1749429.872,Cheyenne,,,,"3","1","2","3",66.66666667,"7",-101.1059002561,38.6672144356
"262",1862/08/18,1862/08/18,"1",Redwood Agency,,Minnesota,MN-1862/08/18,Michno: Encyclopedia,72987.14518,2386306.659,Santee Sioux,,,,"4","24","0","24",0,"0",-95.0804288193,44.4632301806
"263",1862/08/18,1862/08/18,"2",Lower Sioux Agency,,Minnesota,MN-1862/08/18,Michno: Encyclopedia,84324.54525,2401224.291,Santee Sioux,,,,"4","24","0","24",0,"0",-94.9354938843,44.5960760252
"264",1862/08/19,1862/08/23,"3",New Ulm,,Minnesota,MN-1862/08/19,Michno: Encyclopedia,114159.8086,2369598.912,Santee Sioux,,,,"4","34","100","134",74.62686567,"7",-94.5649342362,44.3087241133
"265",1862/08/20,1862/08/22,,Fort Ridgely,Powder River expedition,Minnesota,MN-1862/08/20,Michno: Encyclopedia,101927.3506,2405401.228,Santee Sioux,,,,"4","5","100","105",95.23809524,"10",-94.7125880658,44.6316206795
