id,date_begin,date_end,source_no,name_michno,name_freeman,state,ident_freeman,source,xcoord,ycoord,nation 1,nation 2,nation 3,nation 4,pop_group,US casualties,Native casualties,total casualties,share of native casualties,type_engagement,x,y
"266",1862/09/02,1862/09/03,"5",Birch Coulee,Hayfield Fight,Minnesota,MN-1862/09/02,Michno: Encyclopedia,71495.38201,2413158.396,Santee Sioux,,,,"4","22","2","24",8.333333333,"1",-95.0960045038,44.7044239051
"267",1862/09/03,1862/09/03,"6",Hutchinson,Ft. C.F. Smith,Minnesota,MN-1862/09/03,Michno: Encyclopedia,117441.6876,2436131.549,Santee Sioux,,,,"4","6","0","6",0,"0",-94.5105784966,44.9055669986
"268",1862/09/23,1862/09/23,"7",Wood Lake,Sixteenmile Creek pursuit,Minnesota,MN-1862/09/23,Michno: Encyclopedia,37483.18177,2409876.517,Santee Sioux,,,,"4","7","25","32",78.125,"8",-95.5262550137,44.6771668261
"269",1863/06/29,1863/06/29,"8",Dustin Massacre,Piegan River,Minnesota,MN-1863/06/29,Michno: Encyclopedia,138923.0772,2451049.181,Santee Sioux,,,,"4","4","0","4",0,"0",-94.2346905491,45.0362903375
"270",1865/09/01,1865/09/08,"1",Powder River,Pryor's Fork,Montana,MT-1865/09/01,Michno: Encyclopedia,-712904.1467,2560132.445,Lakota Sioux,,,,"4","7","0","7",0,"0",-105.1655798675,45.7196138596
"271",1867/08/01,1867/08/01,"2",Hayfield Fight,Tongue River,Montana,MT-1867/08/01,Michno: Encyclopedia,-939257.1078,2526008.883,Lakota Sioux,Cheyenne,,,"4","3","8","11",72.72727273,"7",-107.9933922644,45.1882307248
"272",1868/04/16,1868/04/16,"5",Fort C. F. Smith,Rosebud River,Montana,MT-1868/04/16,Michno: Forgotten Fights,-938916.7424,2518863.064,Lakota Sioux,Cheyenne,,,"4","0","1","1",100,"10",-107.9776526733,45.1248859995
"273",1869/04/07,1869/04/07,"3",Sixteenmile Creek,,Montana,MT-1869/04/07,Michno: Encyclopedia,-1154235.548,2698901.597,Blackfeet,,,,"2","1","9","10",90,"9",-111.0445765013,46.4551640420
"274",1870/01/23,1870/01/23,"4",Marias River,Battle of Powder River,Montana,MT-1870/01/23,Michno: Encyclopedia,-1182671.85,2910467.681,Blackfeet,,,,"2","1","173","174",99.42528736,"10",-111.8648623864,48.3026713926
"275",1872/08/14,1872/08/14,"7",Pryor's Fork,Great Sioux War- Battle of the Rosebud,Montana,MT-1872/08/14,Michno: Encyclopedia,-963143.6011,2615867.596,Lakota Sioux,Cheyenne,,,"4","2","2","4",50,"5",-108.4444120560,45.9626678847
"276",1873/08/04,1873/08/04,"6",Tongue River,Great Sioux War- Battle of the Little Big Horn,Montana,MT-1873/08/04,Michno: Encyclopedia,-773189.1062,2640891.541,Cheyenne,Arapaho,,,"3","0","0","0",,"5",-106.0445054102,46.3888170967
"277",1873/08/11,1873/08/11,"7",Bighorn,Great Sioux War- Cedar Creek,Montana,MT-1873/08/11,Michno: Encyclopedia,-897171.3813,2644303.897,Lakota Sioux,,,,"4","3","40","43",93.02325581,"9",-107.6455915394,46.2920664628
"278",1876/02/22,1876/03/17,"6",Fort Pease,Great Sioux War- Ash Creek,Montana,MT-1876/02/22,Michno: Forgotten Fights / Peters: Indian Battles,-893304.6083,2649183.447,Lakota Sioux,,,,,"6","0","6",0,"0",-107.6035929004,46.3399946283
"279",1876/03/17,1876/03/17,"8",Powder River / Reynold's Fight,Great Sioux War- Battle of Wolf Mountain,Montana,MT-1876/03/17,Michno: Encyclopedia,-768639.2979,2507809.65,Cheyenne,Lakota Sioux,,,"3","4","2","6",33.33333333,"3",-105.8080401927,45.2012507072
"280",1876/06/17,1876/06/17,"9",Rosebud Creek,Great Sioux War- Battle of Lame Deer,Montana,MT-1876/06/17,Michno: Encyclopedia,-873284.888,2535108.499,Lakota Sioux,Cheyenne,,,"4","10","36","46",78.26086957,"8",-107.1726081017,45.3415779941
"281",1876/06/25,1876/06/25,"10",Little Bighorn,Nez Perce War- Big Hole,Montana,MT-1876/06/25,Michno: Encyclopedia,-907408.4499,2545345.568,Lakota Sioux,,,,"4","253","40","293",13.65187713,"1",-107.6208601604,45.3962750814
"282",1876/10/21,1876/10/21,"11",Cedar Creek,Nez Perce War- Montague-Winters ranch,Montana,MT-1876/10/21,Michno: Encyclopedia,-707216.8864,2714825.925,Lakota Sioux,,,,"4","0","5","5",100,"10",-105.2866626321,47.1134590214
"283",1876/12/18,1876/12/18,"12",Ash Creek,Nez Perce War- Canyon Creek,Montana,MT-1876/12/18,Michno: Encyclopedia,-716316.5029,2736437.515,Lakota Sioux,,,,"4","0","1","1",100,"10",-105.4334541110,47.2998515848
"284",1877/01/08,1877/01/08,"13",Wolf Mountain,Nez Perce War- Cow Creek,Montana,MT-1877/01/08,Michno: Encyclopedia,-815274.8326,2538520.855,Lakota Sioux,Cheyenne,,,"4","3","5","8",62.5,"6",-106.4413826487,45.4312843313
"285",1877/05/07,1877/05/07,"14",Little Muddy Creek / Lame Deer Fight,Nez Perce War- Cow Creek,Montana,MT-1877/05/07,Michno: Encyclopedia,-833474.0657,2554445.184,Lakota Sioux,,,,"4","4","70","74",94.59459459,"9",-106.6953821474,45.5555045409
"286",1877/08/09,1877/08/10,"15",Big Hole,Nez Perce War- Battle of Bear Paw Mountain,Montana,MT-1877/08/09,Michno: Encyclopedia,-1364664.18,2629517.021,Nez Perce,,,,"3","23","50","73",68.49315068,"7",-113.5641838595,45.5154853927
"287",1877/08/12,1877/08/12,"16",Horse Prairie,Clark's Fork,Montana,ID-1877/08/13,Michno: Encyclopedia,-1345327.495,2584018.938,Nez Perce,,,,"3","5","0","5",0,"0",-113.2158655273,45.1447666473
"288",1877/09/13,1877/09/13,"17",Canyon Creek,Mitzpah Creek,Montana,MT-1877/09/13,Michno: Encyclopedia,-979067.9301,2611317.787,Nez Perce,,,,"3","3","7","10",70,"7",-108.6399911587,45.9031635744
"289",1877/09/25,1877/09/25,"18",Cow Island,Careless Creek,Montana,MT-1877/09/25,Michno: Encyclopedia,-967693.4094,2802409.734,Nez Perce,,,,"3","2","0","2",0,"0",-108.8258768229,47.6270717970
"290",1877/09/25,1877/09/25,"19",Cow Creek,Milk River,Montana,MT-1877/09/25,Michno: Encyclopedia,-959731.2449,2825158.776,Nez Perce,,,,"3","2","0","2",0,"0",-108.7618593104,47.8409823202
"291",1877/09/30,1877/10/05,"20",Bear's Paw / Snake Creek,Pumpkin Creek,Montana,MT-1877/09/30,Michno: Encyclopedia,-980205.3821,2877481.571,Nez Perce,,,,"3","24","17","41",41.46341463,"4",-109.1262150821,48.2859629514
"292",1878/09/04,1878/09/04,"21",Clark's Fork,Rosebud Creek,Montana,MT-1878/09/04,Michno: Encyclopedia,-1029115.821,2539658.307,Bannock,,,,"3","3","42","45",93.33333333,"9",-109.1508234823,45.2033105346
"293",1879/04/05,1879/04/05,"7",Mizpah Creek,Little Missouri River,Montana,MT-1879/04/05,Michno: Forgotten Fights,-722584.9065,2586629.663,Lakota Sioux,,,,"4","1","0","1",0,"0",-105.3225654342,45.9486390904
"294",1879/04/17,1879/04/17,"22",Careless Creek,Poplar River,Montana,MT-1879/04/17,Michno: Encyclopedia,-1026840.917,2686389.624,Lakota Sioux,,,,"4","2","8","10",80,"8",-109.3845032132,46.5148188556
"295",1879/07/17,1879/07/17,"23",Milk River,Wild Horse Lake,Montana,MT-1879/07/17,Michno: Encyclopedia,-873284.888,2882031.379,Lakota Sioux,,,,"4","3","3","6",50,"5",-107.7172124183,48.4534841107
"296",1880/02/12,1880/02/12,"24",Pumpkin Creek,Crow Agency,Montana,MT-1880/02/12,Michno: Encyclopedia,-756127.3252,2576056.773,Lakota Sioux,,,,"4","1","4","5",80,"8",-105.7384288648,45.8236435573
"297",1880/03/08,1880/03/08,"8",Rosebud Creek,,Montana,MT-1880/03/08,Michno: Forgotten Fights,-859421.3087,2630938.593,Lakota Sioux,,,,"4","2","0","2",0,"0",-107.1399210507,46.2131338683
"298",1880/08/17,1880/08/17,"9",Little Missouri River,,Montana,MT-1880/08/17,Michno: Forgotten Fights,-637876.6575,2539714.325,Lakota Sioux,,,,"4","0","2","2",100,"10",-104.1834791817,45.5981475913
"299",1881/01/02,1881/01/02,"25",Poplar River,,Montana,MT-1881/01/02,Michno: Encyclopedia,-692430.0095,2833120.94,Lakota Sioux,,,,"4","0","8","8",100,"10",-105.2443425702,48.1928086628
"300",1883/04/19,1883/04/19,"10",Wilde Horse Lake,,Montana,MT-1883/04/19,Michno: Forgotten Fights,-1032747.418,2951526.736,Lakota Sioux,Nez Perce,,,"4","0","2","2",100,"10",-109.9647587034,48.8842985588
"301",1887/11/05,1887/11/05,"26",Crow Agency,,Montana,MT-1887/11/05,Michno: Encyclopedia,-905133.5458,2566957.157,Crow,,,,"4","1","17","18",94.44444444,"9",-107.6257058857,45.5917678751
"302",1849/10/29,1849/10/29,"1",Fort Kearny,,Nebraska,NE-1849/10/29,Michno: Forgotten Fights,-234073.857,1984345.811,,,,,,,,,,,-98.7991816963,40.8384311160
"303",1855/09/03,1855/09/03,"1",Bluewater Creek,,Nebraska,NE-1855/09/03,Michno: Encyclopedia,-504745.7018,2057686.916,,,,,,,,,,,-102.0856931483,41.3798753060
"304",1856/08/26,1856/08/26,"2",Grand Island,,Nebraska,NE-1856/08/26,Michno: Encyclopedia,-220377.2946,1978663.647,,,,,,,,,,,-98.6335947271,40.7912091042
"305",1856/08/26,1856/09/05,"2",Babbitt's Wagon Train,,Nebraska,NE-1856/08/26,Michno: Forgotten Fights,-201643.4089,2000001.889,,,,,,,,,,,-98.4163003676,40.9861338666
"306",1857/08/02,1857/08/03,"3",Plum Creek,,Nebraska,NE-1857/08/02,Michno: Encyclopedia,-318435.3661,1960205.657,,,,,,,,,,,-99.7955651970,40.5968868572
"307",1857/09/10,1857/09/10,"4",Ash Hollow,,Nebraska,NE-1857/09/10,Michno: Encyclopedia,-502438.4531,2040382.551,,,,,,,,,,,-102.0446973475,41.2269242468
"308",1860/08/03,1860/08/06,"5",Republican Fork,,Nebraska,NE-1860/08/03,Michno: Encyclopedia,-347852.7875,1924443.301,,,,,,,,,,,-100.1272787897,40.2669692588
"309",1863/06/23,1863/06/23,"6",Pawnee Agency,,Nebraska,NE-1863/06/23,Michno: Encyclopedia,-184038.127,2038940.52,Lakota Sioux,,,,"4","2","5","7",71.42857143,"7",-98.2162951901,41.3376589624
"310",1863/12/04,1863/12/04,"7",Niobrara,,Nebraska,NE-1863/12/04,Michno: Encyclopedia,-156399.659,2194135.342,Ponca,,,,"1","0","7","7",100,"10",-97.9213336807,42.7301781852
"311",1864/06/24,1864/06/24,"8",Looking Glass Creek,,Nebraska,NE-1864/06/24,Michno: Encyclopedia,-139046.7766,2053937.637,Lakota Sioux,,,,"4","3","0","3",0,"0",-97.6778016839,41.4798489016
"312",1864/08/07,1864/08/07,"10",Plum Creek Massacre,North Platte River pursuit,Nebraska,NE-1864/08/07,Michno: Encyclopedia,-287287.5081,1969434.652,Cheyenne,,,,"3","100","0","100",0,"0",-99.4286068977,40.6897937307
"313",1864/08/07,1864/08/09,"9",Little Blue River Raid,Republican River,Nebraska,NE-1864/08/07,Michno: Encyclopedia,-129817.7816,1918675.18,Cheyenne,,,,"3","100","0","100",0,"0",-97.5400144917,40.2735281185
"314",1864/08/16,1864/08/16,"11",Elk Creek,Lexington,Nebraska,NE-1864/08/16,Michno: Encyclopedia,-165868.5432,1897044.723,Cheyenne,,,,"3","2","0","2",0,"0",-97.9622745979,40.0745654027
"315",1864/09/20,1864/09/20,"12",Cottonwood Canyon,Lexington,Nebraska,NE-1864/09/20,Michno: Encyclopedia,-373232.5236,2000005.698,Cheyenne,,,,"3","3","0","3",0,"0",-100.4701255204,40.9306570836
"316",1864/10/12,1864/10/12,"13",Mullahla's Station,Tobin Massacre,Nebraska,NE-1864/10/12,Michno: Encyclopedia,-329971.6098,1979817.271,Unidentified,,,,"3","2","3","5",60,"6",-99.9426082829,40.7676515807
"317",1864/11/26,1864/11/26,"14",Plum Creek,Spring Creek,Nebraska,NE-1864/11/26,Michno: Encyclopedia,-301131.0005,1955014.347,Cheyenne,,,,"3","2","0","2",0,"0",-99.5871742412,40.5565739951
"318",1865/02/04,1865/02/06,"15",Mud Springs,Frenchman's Fork,Nebraska,NE-1865/02/04,Michno: Encyclopedia,-580884.9102,2068069.535,Cheyenne,Lakota Sioux,,,"3","3","0","3",0,"0",-103.0098114733,41.4255829851
"319",1865/02/08,1865/02/09,"16",Rush Creek,Marion,Nebraska,NE-1865/02/08,Michno: Encyclopedia,-563580.5447,2081913.028,Cheyenne,Nakota Sioux,,,"3","2","3","5",60,"6",-102.8136731709,41.5601774848
"320",1865/05/12,1865/05/12,"17",Smith's Ranch,Spring Creek,Nebraska,NE-1865/05/12,Michno: Encyclopedia,-349583.2241,1991930.327,Lakota Sioux,,,,"4","1","0","1",0,"0",-100.1830070134,40.8682305373
"321",1865/05/18,1865/05/18,"18",Elm Creek Station,Red Willow Canyon pursuit,Nebraska,NE-1865/05/18,Michno: Encyclopedia,-197304.8072,1950399.85,Pawnee,,,,"4","2","0","2",0,"0",-98.3496395400,40.5443453785
"322",1865/06/14,1865/06/14,"19",Horse Creek / Fouts's Fight,Platte River,Nebraska,NE-1865/06/14,Michno: Encyclopedia,-652409.6211,2126904.378,Lakota Sioux,,,,"4","1","0","1",0,"0",-103.9282758411,41.8995442163
"323",1865/06/17,1865/06/17,"20",Dead Man's Fork,Grace Creek,Nebraska,NE-1865/06/17,Michno: Encyclopedia,-622415.3875,2204197.211,Lakota Sioux,,,,"4","2","4","6",66.66666667,"7",-103.6407256252,42.6103570542
"324",1866/10/23,1866/10/23,"21",North Platte River,War Bonnet Creek,Nebraska,NE-1866/10/23,Michno: Encyclopedia,-403226.7572,2032307.18,Lakota Sioux,,,,"4","2","4","6",66.66666667,"7",-100.8484829955,41.2056724791
"325",1867/06/24,1867/06/24,"22",North Fork Republican River,Ft. Robinson,Nebraska,KS-1867/06/24,Michno: Encyclopedia,-474463.0621,1905120.093,Lakota Sioux,,,,"4","0","2","2",100,"10",-101.6129520896,40.0368317298
"326",1867/08/06,1867/08/06,"23",Turkey Leg's Raid,,Nebraska,NE-1867/08/06,Michno: Encyclopedia,-309206.3711,1980970.895,Cheyenne,,,,"3","7","0","7",0,"0",-99.6952925114,40.7853930723
"327",1867/08/17,1867/08/17,"24",Plum Creek,,Nebraska,NE-1867/08/17,Michno: Encyclopedia,-301131.0005,1965973.779,Cheyenne,,,,"3","2","17","19",89.47368421,"9",-99.5921065739,40.6543501154
"328",1868/04/29,1868/04/29,"25",Tobin Massacre,,Nebraska,NE-1868/04/29,Michno: Encyclopedia,-279788.9497,1981547.708,Lakota Sioux,,,,"4","4","0","4",0,"0",-99.3442759006,40.8002665985
"329",1869/05/16,1869/05/16,"26",Spring Creek,,Nebraska,NE-1869/05/16,Michno: Encyclopedia,-310936.8077,1938286.794,Lakota Sioux,,,,"4","3","0","3",0,"0",-99.6961221198,40.4039985547
"330",1869/07/06,1869/07/06,"27",Frenchman's Fork,,Nebraska,NE-1869/07/06,Michno: Encyclopedia,-468694.9402,1943189.697,Cheyenne,,,,"3","0","3","3",100,"10",-101.5712433534,40.3790743600
"331",1869/08/24,1869/08/24,"3",Nelson Buck Massacre,,Nebraska,NE-1869/08/24,Michno: Forgotten Fights,-338074.9489,1908302.002,Lakota Sioux,,,,"4","11","3","14",21.42857143,"2",-100.0033410443,40.1267598492
"332",1870/05/17,1870/05/17,"28",Spring Creek,,Nebraska,NE-1870/05/17,Michno: Encyclopedia,-151448.2385,1905120.093,Lakota Sioux,,,,"4","1","1","2",50,"5",-97.7935232216,40.1491700798
"333",1870/06/08,1870/06/08,"29",Red Willow Creek,,Nebraska,NE-1870/06/08,Michno: Encyclopedia,-383326.7369,1936267.951,Unidentified,,,,"3","0","2","2",100,"10",-100.5542827189,40.3579517985
"334",1872/04/26,1872/04/26,"30",South Fork Loup River,,Nebraska,NE-1872/04/26,Michno: Encyclopedia,-379000.6455,2061147.789,Lakota Sioux,,,,"4","0","0","0",,"5",-100.5743248505,41.4737238436
"335",1876/04/28,1876/04/28,"31",Gracie Creek,,Nebraska,NE-1876/04/28,Michno: Encyclopedia,-275174.4522,2118829.008,Unidentified,,,,"3","1","1","2",50,"5",-99.3469314289,42.0274493218
"336",1876/07/17,1876/07/17,"32",Hat Creek / Warbonnet Creek,,Nebraska,NE-1876/07/17,Michno: Encyclopedia,-628183.5094,2238805.942,Cheyenne,,,,"3","0","1","1",100,"10",-103.7457761963,42.9148659038
"337",1879/01/09,1879/01/22,"33",Fort Robinson,,Nebraska,NE-1879/01/09,Michno: Encyclopedia,-606264.6463,2216887.079,Cheyenne,,,,"3","7","150","157",95.54140127,"10",-103.4554783382,42.7350053895
"338",1862/09/01,1862/09/01,"2",Gravelly Ford Massacre,,Nevada,NV-1862/09/01,Michno: Forgotten Fights,-1671156.569,2140551.068,Paiute,,,,"4","0","24","24",100,"10",-116.0867342781,40.6811019570
"339",1863/03/22,1863/03/22,"3",Eight Mile Station,,Nevada,NV-1863/03/22,Michno: Forgotten Fights,-1526585.096,2061406.101,Goshute,,,,"2","0","0","0",,"5",-114.2135432445,40.2471505373
"340",1863/05/04,1863/05/04,"4",Duck Creek,,Nevada,NV-1863/05/04,Michno: Forgotten Fights,-1593066.869,1955879.479,Goshute,,,,"2","0","29","29",100,"10",-114.7414282313,39.2085515400
"341",1863/05/06,1863/05/06,"5",Cedar Swamp,,Nevada,NV-1863/05/06,Michno: Forgotten Fights,-1583569.473,1940050.486,Goshute,,,,"2","0","23","23",100,"10",-114.5965650149,39.0865772718
"342",1863/06/20,1863/06/20,"8",Government Springs,,Nevada,NV-1863/06/20,Michno: Encyclopedia,-1585645.844,2060502.634,Goshute,,,,"2","2","10","12",83.33333333,"8",-114.8979735445,40.1369606316
"343",1863/06/23,1863/06/23,"9",Egan Canyon Station,,Nevada,NV-1863/06/23,Michno: Encyclopedia,-1590922.175,2014070.92,Goshute,,,,"2","4","0","4",0,"0",-114.8508856690,39.7214318646
"344",1863/07/06,1863/07/06,"6",Egan Canyon Station,,Nevada,NV-1863/07/06,Michno: Forgotten Fights,-1586735.271,2050853.439,Goshute,,,,"2","4","0","4",0,"0",-114.8880610886,40.0506148399
"345",1863/08/15,1863/08/15,"7",Steptoe Valley,Eden Valley,Nevada,NV-1863/08/15,Michno: Forgotten Fights,-1573016.81,2100450.952,Goshute,,,,"2","0","5","5",100,"10",-114.8445544565,40.5087874927
"346",1865/03/15,1865/03/15,"8",Granite Creek Station,Black Slate Mountains,Nevada,NM-1865/03/15,Michno: Forgotten Fights,-1948691.586,2205977.574,unidentified,,,,,"3","1","4",25,"3",-119.4888992549,40.6868290179
"347",1865/04/06,1865/04/06,"9",Cottonwood Creek,Owyhee River,Nevada,NV-1865/04/05,Michno: Forgotten Fights,-1720754.081,2258740.885,Paiute,,,,"4","2","12","14",85.71428571,"9",-116.9727745041,41.6172769369
"348",1865/03/14,1865/03/14,"10",Mud Lake,Camp Scott,Nevada,NV-1865/03/14,Michno: Encyclopedia,-1976094.346,2153366.062,Paiute,,,,"4","0","29","29",100,"10",-119.6511615411,40.1714852011
"349",1865/05/20,1865/05/20,"11",Tuscarora,,Nevada,NV-1865/05/20,Michno: Encyclopedia,-1682730.337,2209295.171,Paiute,,,,"4","2","0","2",0,"0",-116.3963192838,41.2592987652
"350",1865/07/26,1865/07/26,"10",Willow Point,,Nevada,NV-1865/07/26,Michno: Forgotten Fights,-1734472.542,2235525.028,Paiute,,,,"4","2","21","23",91.30434783,"9",-117.0728355567,41.3880101059
"351",1865/07/31,1865/07/31,"11",Cottonwood Canyon,,Nevada,NV-1865/07/31,Michno: Forgotten Fights,-1648995.978,2152158.997,Paiute,,,,"4","0","12","12",100,"10",-115.8568266977,40.8237464394
"352",1865/09/03,1865/09/03,"12",Table Mountain,,Nevada,NV-1865/09/03,Michno: Forgotten Fights,-1844220.23,2129998.406,Paiute,,,,"4","0","10","10",100,"10",-118.0672037440,40.2493296828
"353",1865/09/13,1865/09/13,"13",Willow Creek,,Nevada,NV-1865/09/13,Michno: Forgotten Fights,-1756633.133,2268238.281,Paiute,,,,"4","0","31","31",100,"10",-117.4212232432,41.6291218702
"354",1865/11/17,1865/11/17,"14",Leonard Creek,,Nevada,NV-1865/11/17,Michno: Forgotten Fights,-1850551.827,2290398.872,Paiute,,,,"4","1","55","56",98.21428571,"10",-118.5880317574,41.6292685540
"355",1866/01/12,1866/01/12,"15",Battle Creek,,Nevada,NV-1866/01/12,Michno: Forgotten Fights,-1865325.554,2273514.612,Bannock,Paiute,Shoshone,,"3","0","34","34",100,"10",-118.7132596926,41.4515058349
"356",1866/02/15,1866/02/15,"16",Guano Valley,,Nevada,NV-1866/02/15,Michno: Forgotten Fights,-1906480.937,2339996.384,Bannock,Paiute,Shoshone,,"3","0","96","96",100,"10",-119.3900455352,41.9398935300
"357",1867/01/18,1867/01/18,"17",Eden Valley,,Nevada,NV-1867/01/18,Michno: Forgotten Fights,-1701759.289,2241856.625,Paiute,,,,"4","0","2","2",100,"10",-116.7044462045,41.5069429271
"358",1867/02/15,1867/02/15,"18",Black Slate Mountain,,Nevada,NV-1867/02/15,Michno: Forgotten Fights,-1739748.873,2208088.106,Paiute,,,,"4","0","6","6",100,"10",-117.0621844215,41.1385589394
"359",1867/03/22,1867/03/22,"19",South Form Owyhee,,Nevada,NV-1867/03/22,Michno: Forgotten Fights,-1654272.309,2265072.482,Paiute,,,,"4","0","6","6",100,"10",-116.2032836202,41.8002456331
"360",1868/04/29,1868/04/29,"20",Deep Canyon,,Nevada,NV-1868/04/29,Michno: Forgotten Fights,-1735527.809,2273514.612,Paiute,,,,"4","2","0","2",0,"0",-117.1864495680,41.7170194486
"361",1862/10/25,1862/10/25,"27",Graydon Affair,,New Mexico,NM-1862/10/26,Michno: Encyclopedia,-901339.8595,1216929.307,Mescalero Apache,,,,"3","0","12","12",100,"10",-105.7972294147,33.6012755677
"362",1863/01/18,1863/01/18,"28",Mangas Coloradas Affair,,New Mexico,NM-1863/01/18,Michno: Encyclopedia,-1122945.766,1122482.98,Mimbres Apache,,,,"3","0","1","1",100,"10",-108.0530133343,32.5328314231
"363",1863/01/19,1863/01/19,"29",Pinos Altos Mines,,New Mexico,NM-1863/01/19,Michno: Encyclopedia,-1143523.458,1155723.866,Mimbres Apache,,,,"3","0","11","11",100,"10",-108.3174337135,32.8048025487
"364",1863/01/29,1863/01/29,"30",Pinos Altos Mines,,New Mexico,NM-1863/01/29,Michno: Encyclopedia,-1132970.795,1142005.405,Mimbres Apache,,,,"3","1","20","21",95.23809524,"10",-108.1861709075,32.6950134725
"365",1863/06/16,1863/06/16,"31",Jornada de Muerto,,New Mexico,NM-1863/06/16,Michno: Encyclopedia,-1017946.777,1128286.944,Mimbres Apache,,,,"3","3","0","3",0,"0",-106.9435950736,32.6981161825
"366",1863/06/20,1863/06/20,"32",Warm Springs,,New Mexico,NM-1863/06/20,Michno: Encyclopedia,-1031137.605,1176301.557,Apache,,,,"2","2","0","2",0,"0",-107.1443807672,33.1118013544
"367",1863/07/04,1863/07/04,"33",Fort Craig,,New Mexico,NM-1863/07/04,Michno: Encyclopedia,-1023223.108,1238034.631,Navajo,Mimbres Apache,,,"4","0","0","0",,"5",-107.1374588624,33.6691334267
"368",1863/07/10,1863/07/10,"34",Cooke's Canyon,,New Mexico,NM-1863/07/11,Michno: Encyclopedia,-1089177.247,1112457.951,Chiricahua Apache,,,,"3","0","4","4",100,"10",-107.6811024678,32.4813480296
"369",1863/07/12,1863/07/12,"35",Fort Thorn,,New Mexico,NM-1863/07/12,Michno: Encyclopedia,-1048549.498,1116151.382,Apache,,,,"2","0","10","10",100,"10",-107.2541890435,32.5580828741
"370",1863/07/18,1863/07/18,"36",Rio Hondo,,New Mexico,NM-1863/07/18,Michno: Encyclopedia,-805838.2664,1178939.723,Mescalero Apache,,,,"3","1","6","7",85.71428571,"9",-104.7275424220,33.3459337891
"371",1863/07/19,1863/07/19,"37",Paraje,,New Mexico,NM-1863/07/19,Michno: Encyclopedia,-1006866.482,1214818.774,Navajo,,,,"4","2","2","4",50,"5",-106.9320648671,33.4796484330
"372",1863/07/22,1863/07/22,"38",Conchas Springs,,New Mexico,NM-1863/07/22,Michno: Encyclopedia,-762572.3513,1405821.961,Navajo,,,,"4","2","2","4",50,"5",-104.4801435762,35.4018956736
"373",1863/07/24,1863/07/24,"39",Cooke's Canyon,,New Mexico,NM-1863/07/24,Michno: Encyclopedia,-1083373.283,1098739.49,Chiricahua Apache,,,,"3","1","0","1",0,"0",-107.6016039282,32.3655943083
"374",1863/08/27,1863/08/27,"40",Las Animas Creek,,New Mexico,NM-1863/08/27,Michno: Encyclopedia,-1045911.332,1171552.859,Mimbres Apache,,,,"3","1","1","2",50,"5",-107.2964907497,33.0539610929
"375",1863/08/27,1863/08/28,"41",Salt Lakes,,New Mexico,NM-1863/08/27,Michno: Encyclopedia,-1150382.688,1407404.86,Mimbres Apache,,,,"3","1","1","2",50,"5",-108.7521197195,35.0295426954
"376",1863/09/08,1863/09/08,"12",Mimbres River,Ft. Sumner,New Mexico,NM-1863/09/08,Michno: Forgotten Fights,-1093058.965,1122144.318,Chiricahua Apache,,,,"3","0","0","0",,"5",-107.7350749634,32.5632716734
"377",1863/09/27,1863/09/27,"42",Jemez,Loving,New Mexico,NM-1863/09/27,Michno: Encyclopedia,-959907.1349,1454364.207,Navajo,,,,"4","0","0","0",,"5",-106.7186400832,35.6555807243
"378",1863/12/16,1863/12/16,"43",Fort Sumner,Dona Ana Mountains,New Mexico,AZ-1863/12/16,Michno: Encyclopedia,-775235.5459,1333536.224,Navajo,,,,"4","1","13","14",92.85714286,"9",-104.5480967609,34.7483375219
"379",1864/01/04,1864/01/04,"44",Bosque Redondo,Tularosa,New Mexico,AZ-1864/01/04,Michno: Encyclopedia,-771014.481,1281300.546,Navajo,,,,"4","0","40","40",100,"10",-104.4507183451,34.2864663269
"380",1864/01/12,1864/01/12,"45",Datil Mountains,Nesmith's Mills,New Mexico,NM-1864/01/12,Michno: Encyclopedia,-1079679.851,1317179.598,Navajo,,,,"4","0","6","6",100,"10",-107.8527316789,34.3111991480
"381",1864/01/29,1864/01/29,"46",San Andres Mountains,Apache Springs,New Mexico,NM-1864/01/29,Michno: Encyclopedia,-974153.2289,1203210.846,Mimbres Apache,,,,"3","0","7","7",100,"10",-106.5658975814,33.4094309438
"382",1864/02/25,1864/02/25,"47",Pinos Altos Mines,Hatchet Mountains,New Mexico,NM-1864/02/25,Michno: Encyclopedia,-1148272.156,1138311.973,Chiricahua Apache,,,,"3","5","0","5",0,"0",-108.3437868766,32.6445220655
"383",1864/08/25,1864/08/25,"48",Sacramento Mountains,Sangre Canyon,New Mexico,NM-1864/08/25,Michno: Encyclopedia,-899229.3271,1115623.749,Mescalero Apache,,,,"3","3","1","4",25,"3",-105.6628741253,32.7004198761
"384",1864/12/01,1864/12/01,"49",Red River,San Augustin Pass,New Mexico,NM-1864/12/01,Michno: Encyclopedia,-1121362.867,1296601.906,Navajo,Apache,,,"4","0","3","3",100,"10",-108.2763158295,34.0813871109
"385",1865/07/01,1865/07/01,"13",San Andreas Pass,San Augustin Pass,New Mexico,NM-1865/07/01,Michno: Forgotten Fights,-964367.6665,1102440.387,Mimbres Apache,,,,"3","0","10","10",100,"10",-106.3421396816,32.5215155266
"386",1865/09/17,1865/09/17,"14",Mimbres Mountains,Guadalupe Mountains,New Mexico,NM-1865/09/17,Michno: Forgotten Fights,-1066581.808,1160320.684,Mimbres Apache,,,,"3","0","5","5",100,"10",-107.5029760651,32.9318736756
