Office,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,year,,,,
"Yankton, SD",533,81438.58,473,74310.62,20,,161,,,,,,,,,,,,1881,,,,
"Gainesville, FL",875,104201.15,563,69272.76,194,,84,,,,,,,,,,,,1881,,,,
"Boise, ID",107,16197.23,43,4741.37,4,,,,,,,,,,,,,,1881,,,,
"Lewiston, ID",182,28410.58,21,3359.87,6,,38,,,,,,,,,,,,1881,,,,
"Oxford, ID",129,19947.2,45,6997.37,2,,3,,,,,,,,,,,,1881,,,,
"Des Moines, IA",25,1683.82,89,8035.24,,,,,,,,,,,,,,,1881,,,,
"Indianapolis, IN",1,40,,,,,,,,,,,,,,,,,1881,,,,
"Concordia, KS",465,60060.13,711,105497.47,22,,44,,,,,,,,,,,,1881,,,,
"Independence, KS",40,3813.18,27,2758.03,4,,,,,,,,,,,,,,1881,,,,
"Kirwin, KS",1075,170173.35,811,137734.79,67,,105,,,,,,,,,,,,1881,,,,
"Larned, KS",432,59430.64,488,70232.79,10,,6,,,,,,,,,,,,1881,,,,
"Salina, KS",557,69768.19,625,79566.08,29,,4,,,,,,,,,,,,1881,,,,
"Topeka, KS",63,5020.62,83,6805.84,4,,,,,,,,,,,,,,1881,,,,
"Wakeeney, KS",443,65732.4,147,22402.59,1,,4,,,,,,,,,,,,1881,,,,
"Wichita, KS",111,13248.53,382,52249.47,14,,4,,,,,,,,,,,,1881,,,,
"Natchitoches, LA",306,33977.95,59,5376.22,6,,1,,,,,,,,,,,,1881,,,,
"New Orleans, LA",479,62590.82,168,21094.08,,,21,,,,,,,,,,,,1881,,,,
"Detroit, MI",110,12200.84,85,9420.84,10,,13,,,,,,,,,,,,1881,,,,
"East Saginaw, MI",168,19639.52,74,7994.64,2,,22,,,,,,,,,,,,1881,,,,
"Marquette, MI",258,35566.56,77,8454.35,,,7,,,,,,,,,,,,1881,,,,
"Reed City, MI",213,20165.78,512,55976.05,2,,28,,,,,,,,,,,,1881,,,,
"Benson, MN",476,58982.75,358,40862.1,25,,170,,,,,,,,,,,,1881,,,,
"Crookston, MN",1429,216877.78,153,18680.02,24,,202,,,,,,,,,,,,1881,,,,
"Duluth, MN",67,8758.39,24,2744.75,5,,1,,,,,,,,,,,,1881,,,,
"Fergus Falls, MN",654,82080.43,300,37690.37,4,,186,,,,,,,,,,,,1881,,,,
"Redwood Falls, MN",279,36213.78,167,18341.6,7,,8,,,,,,,,,,,,1881,,,,
"St. Cloud, MN",395,50055.13,190,20748.36,4,,6,,,,,,,,,,,,1881,,,,
"Taylors Falls, MN",108,12512.39,60,6503.62,,,,,,,,,,,,,,,1881,,,,
"Tracy, MN",358,46195.72,252,31083.28,13,,28,,,,,,,,,,,,1881,,,,
"Worthington, MN",227,26999.95,238,26146.34,7,,3,,,,,,,,,,,,1881,,,,
"Jackson, MS",948,109517.86,227,22702.87,,,5,,,,,,,,,,,,1881,,,,
"Boonville, MO",313,28710.07,79,6441.2,,,3,,,,,,,,,,,,1881,,,,
"Ironton, MO",296,33859.53,57,6966.76,,,1,,,,,,,,,,,,1881,,,,
"Springfield, MO",452,43696.95,107,11818.67,3,,,,,,,,,,,,,,1881,,,,
"Bozeman, MT",115,16909.41,8,1236.33,2,,,,,,,,,,,,,,1881,,,,
"Helena, MT",201,28585.86,36,4383.42,4,,22,,,,,,,,,,,,1881,,,,
"Miles City, MT",76,10866.19,1,26.53,,,,,,,,,,,,,,,1881,,,,
"Beatrice, NE",53,5359.68,134,13585.46,2,,,,,,,,,,,,,,1881,,,,
"Bloomington, NE",397,57227.08,390,56776.66,22,,17,,,,,,,,,,,,1881,,,,
"Grand Island, NE",757,104252,434,54188.17,21,,13,,,,,,,,,,,,1881,,,,
"Lincoln, NE",125,12009.96,366,34131.06,2,,,,,,,,,,,,,,1881,,,,
"Niobrara, NE",672,105497.92,120,18724.87,6,,29,,,,,,,,,,,,1881,,,,
"Norfolk, NE",266,39461.71,100,15164.39,6,,19,,,,,,,,,,,,1881,,,,
"North Platte, NE",275,42113.65,67,9671.22,11,,3,,,,,,,,,,,,1881,,,,
"La Mesilla, NM",33,4606.59,7,793.76,1,,,,,,,,,,,,,,1881,,,,
"Santa Fe, NM",291,46244.61,239,37807.79,,,10,,,,,,,,,,,,1881,,,,
"Carson City, NV",20,3200,11,1440,1,,1,,,,,,,,,,,,1881,,,,
"Eureka, NV",21,2864.61,16,1954.48,,,,,,,,,,,,,,,1881,,,,
"La Grande, OR",243,36916.25,71,9457.13,5,,3,,,,,,,,,,,,1881,,,,
"Lakeview, OR",17,2477.69,17,2531.33,3,,2,,,,,,,,,,,,1881,,,,
"Oregon City, OR",265,33363.61,143,16436.4,1,,3,,,,,,,,,,,,1881,,,,
"Roseburg, OR",191,27499,112,16290.04,6,,7,,,,,,,,,,,,1881,,,,
"The Dalles, OR",150,21837.91,43,5601.95,6,,16,,,,,,,,,,,,1881,,,,
"Chillicothe, OH",,,2,120,,,,,,,,,,,,,,,1881,,,,
"Salt Lake City, UT",398,54442.57,289,37927.32,2,,39,,,,,,,,,,,,1881,,,,
"Colfax, WA",719,108985.79,53,6740.93,5,,51,,,,,,,,,,,,1881,,,,
"Olympia, WA",288,37753.64,127,15291.65,4,,17,,,,,,,,,,,,1881,,,,
"Vancouver, WA",174,22466.23,87,10183.24,2,,1,,,,,,,,,,,,1881,,,,
"Walla Walla, WA",345,50366.04,69,8588.41,12,,33,,,,,,,,,,,,1881,,,,
"Yakima, WA",57,8330.86,16,2278.5,2,,1,,,,,,,,,,,,1881,,,,
"Bayfield, WI",26,3547.7,4,564.2,,,1,,,,,,,,,,,,1881,,,,
"Eau Claire, WI",186,21940.49,242,29981.8,1,,12,,,,,,,,,,,,1881,,,,
"St. Croix Falls, WI",138,15621.93,202,21273.65,,,11,,,,,,,,,,,,1881,,,,
"La Crosse, WI",89,6658.05,211,23484.54,,,9,,,,,,,,,,,,1881,,,,
"Menasha, WI",118,14827.29,56,5225.44,2,,5,,,,,,,,,,,,1881,,,,
"Wausau, WI",228,25867.81,105,11768.41,9,,4,,,,,,,,,,,,1881,,,,
"Cheyenne, WY",43,6043.69,13,1573.31,,,,,,,,,,,,,,,1881,,,,
"Evanston, WY",21,3172.82,,,,,,,,,,,,,,,,,1881,,,,
"Huntsville, AL",920,104433.75,379,43153.33,5,439.82,12,1282.47,,,,,,,,,,,1882,,,,
"Montgomery, AL",1416,161689.69,505,53742.74,35,4211.15,238,20383.73,,,,,,,,,,,1882,,,,
"Prescott, AZ",29,4384.49,23,3556.84,,,,,,,,,,,,,,,1882,,,,
"Tucson, AZ",27,4078.31,11,1757.87,,,,,,,,,,,,,,,1882,,,,
"Camden, AR",835,102910.34,204,21993.24,9,887.59,28,2374.51,,,,,,,,,,,1882,,,,
"Dardanelle, AR",594,60716.02,182,16355.26,8,479.32,13,879.6,,,,,,,,,,,1882,,,,
"Harrison, AR",1211,138070.47,224,24494.57,10,766.54,12,883,,,,,,,,,,,1882,,,,
"Little Rock, AR",624,64217.15,145,14400.68,,,11,1006.03,,,,,,,,,,,1882,,,,
"Bodie, CA",28,4120.35,21,3328.39,2,280,,,,,,,,,,,,,1882,,,,
"Humboldt, CA",96,14602.05,102,15889.34,17,2720.09,42,6499.99,,,,,,,,,,,1882,,,,
"Los Angeles, CA",268,36295.59,157,20984.03,9,1274.36,4,382.45,,,,,,,,,,,1882,,,,
"Marysville, CA",186,26146.32,128,16978.51,14,1762.83,26,2897.89,,,,,,,,,,,1882,,,,
"Sacramento, CA",250,34375.38,211,26593.3,1,80,23,2445.68,,,,,,,,,,,1882,,,,
"San Francisco, CA",459,66195.46,348,46864.99,25,3888.75,68,9489.9,,,,,,,,,,,1882,,,,
"Shasta, CA",148,21902.23,59,8081.39,2,273.46,4,560,,,,,,,,,,,1882,,,,
"Stockton, CA",209,31436.42,153,22958.95,17,2311.79,13,1622.6,,,,,,,,,,,1882,,,,
"Susanville, CA",97,14999.7,50,7643.46,,,7,1083.51,,,,,,,,,,,1882,,,,
"Visalia, CA",247,35578.48,125,15901.54,6,688.64,11,1264.72,,,,,,,,,,,1882,,,,
"Central City, CO",54,7774.7,19,2640,3,473.2,,,,,,,,,,,,,1882,,,,
"Del Norte, CO",122,16881.29,69,10764.68,5,697.2,2,320,,,,,,,,,,,1882,,,,
"Denver, CO",300,42109.8,145,18492.52,18,2592.03,25,2992.66,,,,,,,,,,,1882,,,,
"Durango, CO",,,,,,,,,,,,,,,,,,,1882,,,,
"Glenwood Springs, CO",,,,,,,,,,,,,,,,,,,1882,,,,
"Gunnison, CO",,,,,,,,,,,,,,,,,,,1882,,,,
"Lake City, CO",58,8837.14,21,2858.59,3,480,,,,,,,,,,,,,1882,,,,
"Lamar, CO",,,,,,,,,,,,,,,,,,,1882,,,,
"Leadville, CO",70,10949.86,16,2560,7,985.22,,,,,,,,,,,,,1882,,,,
"Pueblo, CO",330,49856.09,273,41258.73,9,1162.56,17,2503.09,,,,,,,,,,,1882,,,,
"Gainesville, FL",1548,191033.22,762,91726.66,31,4419.06,496,57593.48,,,,,,,,,,,1882,,,,
"Oxford, ID",221,33462.07,55,8446.95,4,631.21,13,1711.4,,,,,,,,,,,1882,,,,
"Blackfoot, ID",,,,,,,,,,,,,,,,,,,1882,,,,
"Boise, ID",137,20986.3,27,4007.32,1,160,,,,,,,,,,,,,1882,,,,
"Coeur d'Alene, ID",,,,,,,,,,,,,,,,,,,1882,,,,
"Hailey, ID",,,,,,,,,,,,,,,,,,,1882,,,,
"Lewiston, ID",170,26183.63,33,5094.47,12,1880.81,41,6532.32,,,,,,,,,,,1882,,,,
"Des Moines, IA",32,3124.14,69,5481.75,,,,,,,,,,,,,,,1882,,,,
"Aberdeen, SD",,,,,,,,,,,,,,,,,,,1882,,,,
"Bismarck, ND",376,58935.82,19,2801.98,10,1596.84,8,1241.55,,,,,,,,,,,1882,,,,
"Deadwood, SD",195,30497.3,8,1280,8,1265.68,,,,,,,,,,,,,1882,,,,
"Devils Lake, ND",,,,,,,,,,,,,,,,,,,1882,,,,
"Fargo, ND",2230,344743.97,242,30040.07,429,67752.51,312,48249.83,,,,,,,,,,,1882,,,,
"Grand Forks, ND",2973,461129.79,79,8775.21,497,77493.86,487,77518.87,,,,,,,,,,,1882,,,,
"Huron, SD",,,,,,,,,,,,,,,,,,,1882,,,,
"Mitchell, SD",4675,734832.26,443,69162.25,321,51647.66,636,99662.74,,,,,,,,,,,1882,,,,
"Watertown, SD",2972,465996.4,90,12078.48,239,37723.78,287,41575.1,,,,,,,,,,,1882,,,,
"Yankton, SD",735,112133.1,549,85949.16,55,7807.65,211,33326.02,,,,,,,,,,,1882,,,,
"Concordia, KS",352,45040.04,552,77879.64,30,3865.96,58,7725.99,,,,,,,,,,,1882,,,,
"Garden City, KS",,,,,,,,,,,,,,,,,,,1882,,,,
"Independence, KS",44,4036.97,27,2905.72,9,1048.01,5,400,,,,,,,,,,,1882,,,,
"Kirwin, KS",1241,187997.45,926,145407.93,44,6300.29,312,46586.93,,,,,,,,,,,1882,,,,
"Larned, KS",637,93317.03,584,85574.44,2,240,20,3033.24,,,,,,,,,,,1882,,,,
"Oberlin, KS",227,34782.13,83,13060.67,2,320,44,6746.89,,,,,,,,,,,1882,,,,
"Salina, KS",555,71053.75,647,82590.51,15,1668,32,3826.45,,,,,,,,,,,1882,,,,
"Topeka, KS",67,5269.38,70,5899.67,7,560,3,192.63,,,,,,,,,,,1882,,,,
"Wakeeney, KS",524,77185.58,334,49167.7,3,400,12,1919.68,,,,,,,,,,,1882,,,,
"Wichita, KS",142,18666.74,276,36813.84,3,360,5,719.76,,,,,,,,,,,1882,,,,
"Natchitoches, LA",262,33997.94,38,3281.7,1,159,3,278.72,,,,,,,,,,,1882,,,,
"New Orleans, LA",610,82705.76,149,17455.52,1,40.4,28,3210.54,,,,,,,,,,,1882,,,,
"Detroit, MI",59,6079.54,56,6089.54,6,537.57,14,1568.96,,,,,,,,,,,1882,,,,
"East Saginaw, MI",207,28199.8,65,6855.2,4,400,13,804.81,,,,,,,,,,,1882,,,,
"Marquette, MI",361,49246.74,105,12505.65,3,240,33,4470.6,,,,,,,,,,,1882,,,,
"Reed City, MI",202,19939.49,403,44705.82,7,519.33,39,3454.41,,,,,,,,,,,1882,,,,
"Benson, MN",259,33256.32,458,55893.77,52,7093.06,102,14973.58,,,,,,,,,,,1882,,,,
"Crookston, MN",2019,306288.07,196,23281.5,156,23963.67,185,28509.86,,,,,,,,,,,1882,,,,
"Duluth, MN",156,21597.83,41,4506.57,14,2235.08,2,309.45,,,,,,,,,,,1882,,,,
"Fergus Falls, MN",506,62725.32,311,39006.27,34,5159.93,139,21063.42,,,,,,,,,,,1882,,,,
"Redwood Falls, MN",177,23291.43,267,33197.91,12,1809.17,13,1967.17,,,,,,,,,,,1882,,,,
"St. Cloud, MN",574,74139.69,256,29065.65,13,1851.52,9,1159.89,,,,,,,,,,,1882,,,,
"Taylors Falls, MN",126,14380.8,54,5776.43,2,240,,,,,,,,,,,,,1882,,,,
"Tracy, MN",243,30614.69,231,28131.71,14,2169.85,41,5983.81,,,,,,,,,,,1882,,,,
"Worthington, MN",184,22049.46,236,26786.77,3,392.96,11,1441.66,,,,,,,,,,,1882,,,,
"Jackson, MS",1119,138488.36,179,18627.93,2,199.42,19,2205.72,,,,,,,,,,,1882,,,,
"Boonville, MO",280,24533.62,78,6775.5,2,120,5,356.45,,,,,,,,,,,1882,,,,
"Ironton, MO",419,49651.32,111,12354.8,4,317.7,4,437.37,,,,,,,,,,,1882,,,,
"Springfield, MO",607,60037.74,108,11393.23,5,600,,,,,,,,,,,,,1882,,,,
"Bozeman, MT",136,20621.59,17,2093.44,2,234.3,,,,,,,,,,,,,1882,,,,
"Helena, MT",203,29225.57,46,5260.69,7,921.94,18,2305.49,,,,,,,,,,,1882,,,,
"Miles City, MT",106,14835.43,12,1155.56,3,360,,,,,,,,,,,,,1882,,,,
"Beatrice, NE",44,4157.33,110,12182.34,1,159.43,,,,,,,,,,,,,1882,,,,
"Bloomington, NE",746,108930.57,752,110647.62,34,5153.85,259,38860.52,,,,,,,,,,,1882,,,,
"Grand Island, NE",858,124240.08,463,60146.19,17,2676.58,57,7368.99,,,,,,,,,,,1882,,,,
"Lincoln, NE",123,12197.39,253,23422.83,8,800,,,,,,,,,,,,,1882,,,,
"McCook, NE",,,,,,,,,,,,,,,,,,,1882,,,,
"Neligh, NE",335,50509.61,98,14529.79,6,686.63,49,7001.47,,,,,,,,,,,1882,,,,
"Niobrara, NE",768,118972.29,135,21331.46,18,2848.27,95,14931.19,,,,,,,,,,,1882,,,,
"Norfolk, NE",,,,,,,,,,,,,,,,,,,1882,,,,
"North Platte, NE",349,52931.78,114,16133.01,12,1866.79,30,6253.17,,,,,,,,,,,1882,,,,
"Valentine, NE",,,,,,,,,,,,,,,,,,,1882,,,,
"Carson City, NV",15,2233.44,18,2558.8,1,160,1,160,,,,,,,,,,,1882,,,,
"Eureka, NV",16,2346.64,11,1395.04,,,,,,,,,,,,,,,1882,,,,
"La Mesilla, NM",51,7344.29,10,1366.52,,,,,,,,,,,,,,,1882,,,,
"Santa Fe, NM",529,79362.48,256,35799.75,2,320,,,,,,,,,,,,,1882,,,,
"La Grande, OR",324,49592.78,113,16456.51,13,1881.89,1,160,,,,,,,,,,,1882,,,,
"Lakeview, OR",21,3214.49,15,2397.59,1,160,4,639.06,,,,,,,,,,,1882,,,,
"Oregon City, OR",282,37802.6,160,18596.08,9,1445.84,6,625.8,,,,,,,,,,,1882,,,,
"Roseburg, OR",212,29801.81,135,18292.55,4,625.02,7,960,,,,,,,,,,,1882,,,,
"The Dalles, OR",220,33120.78,58,7895.53,8,1200,10,1271.73,,,,,,,,,,,1882,,,,
"Salt Lake City, UT",400,54745.43,435,59640.68,3,319.84,37,3760.67,,,,,,,,,,,1882,,,,
"Colfax, WA",641,98548.84,90,13364.35,21,3240.22,46,6859.18,,,,,,,,,,,1882,,,,
"Olympia, WA",363,51652.17,161,21010.74,3,360,21,3030.7,,,,,,,,,,,1882,,,,
"Spokane, WA",,,,,,,,,,,,,,,,,,,1882,,,,
"Vancouver, WA",127,15730.9,66,7535.09,1,160,2,160,,,,,,,,,,,1882,,,,
"Walla Walla, WA",390,56226.36,73,8551.31,49,7673.02,59,8609.49,,,,,,,,,,,1882,,,,
"Yakima, WA",60,8974.39,15,2186.28,,,1,160,,,,,,,,,,,1882,,,,
"Bayfield, WI",54,7983.04,8,1042.44,1,160,3,276,,,,,,,,,,,1882,,,,
"Eau Claire, WI",169,19182.06,235,25997.02,2,204.32,21,2281.1,,,,,,,,,,,1882,,,,
"St. Croix Falls, WI",165,17985.03,181,19377.79,4,395.33,12,737.08,,,,,,,,,,,1882,,,,
"La Crosse, WI",82,6231.96,138,14868.7,,,10,520,,,,,,,,,,,1882,,,,
"Menasha, WI",114,14108.78,68,6916.89,3,80,21,2121.05,,,,,,,,,,,1882,,,,
"Wausau, WI",295,32987.82,103,10478.16,5,320,26,2173.04,,,,,,,,,,,1882,,,,
"Cheyenne, WY",95,13181.77,29,2997.44,4,480,,,,,,,,,,,,,1882,,,,
"Evanston, WY",28,4205.73,2,320,,,,,,,,,,,,,,,1882,,,,
Illinois (GLO),7,536.75,6,376.75,,,,,,,,,,,,,,,1882,,,,
Indiana (GLO,1,40,,,,,,,,,,,,,,,,,1882,,,,
Ohio (GLO),1,91,1,40,,,,,,,,,,,,,,,1882,,,,
"Huntsville, AL",1033,127488.61,531,58732.67,14,1253.33,35,3290.44,,,,,,,,,,,1883,,,,
"Montgomery, AL",1179,141243.48,535,59892.72,41,5414.63,145,12795.64,,,,,,,,,,,1883,,,,
"Prescott, AZ",33,4758.31,21,3144.2,2,320,,,,,,,,,,,,,1883,,,,
"Tucson, AZ",37,5664.5,22,3034.07,1,160,,,,,,,,,,,,,1883,,,,
"Camden, AR",668,84084.69,310,34697,16,1398.86,20,1762,,,,,,,,,,,1883,,,,
"Dardanelle, AR",638,69297.4,278,26021.28,6,345.52,10,674.12,,,,,,,,,,,1883,,,,
"Harrison, AR",1095,133572.39,316,36029.76,4,472.01,16,879.93,,,,,,,,,,,1883,,,,
"Little Rock, AR",614,66869.52,214,20275.69,3,360,22,1285.66,,,,,,,,,,,1883,,,,
"Bodie, CA",16,2316.42,10,1480.03,2,320,1,160,,,,,,,,,,,1883,,,,
"Humboldt, CA",181,27758.7,72,11084.2,28,4415.73,58,9240,,,,,,,,,,,1883,,,,
"Los Angeles, CA",245,33907.91,99,13995.63,23,2712.38,1,160,,,,,,,,,,,1883,,,,
"Marysville, CA",144,19945.91,137,17552.18,21,2981.57,16,1743.42,,,,,,,,,,,1883,,,,
"Sacramento, CA",256,34932.98,180,24838.32,12,1395.8,19,2666.88,,,,,,,,,,,1883,,,,
"San Francisco, CA",537,79073.66,246,35506.17,41,6077.35,51,7563.63,,,,,,,,,,,1883,,,,
"Shasta, CA",155,23491.84,74,10945.09,7,857.83,8,1200,,,,,,,,,,,1883,,,,
"Stockton, CA",252,38403.18,198,29846.18,24,3625.69,8,1149.72,,,,,,,,,,,1883,,,,
"Susanville, CA",72,10865.59,80,12437.31,14,2253.29,6,959.65,,,,,,,,,,,1883,,,,
"Visalia, CA",199,29103.93,103,12860.5,9,1428.83,9,908.75,,,,,,,,,,,1883,,,,
"Central City, CO",57,8776.26,21,2880,5,800,,,,,,,,,,,,,1883,,,,
"Del Norte, CO",70,10665.7,56,8872.28,13,2038.58,1,117.1,,,,,,,,,,,1883,,,,
"Denver, CO",398,59675.36,110,14499.81,26,3599.29,6,720,,,,,,,,,,,1883,,,,
"Durango, CO",43,66073,11,1720,2,320,,,,,,,,,,,,,1883,,,,
"Glenwood Springs, CO",,,,,,,,,,,,,,,,,,,1883,,,,
"Gunnison, CO",13,1838.99,1,160,2,320,,,,,,,,,,,,,1883,,,,
"Lake City, CO",20,2871.47,3,480,4,629.71,,,,,,,,,,,,,1883,,,,
"Lamar, CO",,,,,,,,,,,,,,,,,,,1883,,,,
"Leadville, CO",49,7410.75,19,2800,4,560,,,,,,,,,,,,,1883,,,,
"Pueblo, CO",737,112911.17,501,75680.06,18,2800.2,18,2613.36,,,,,,,,,,,1883,,,,
"Gainesville, FL",1646,212895.66,767,90201.35,102,11975.96,345,40371.27,,,,,,,,,,,1883,,,,
"Oxford, ID",216,32016.58,64,9824.11,7,1099.75,3,400,,,,,,,,,,,1883,,,,
"Blackfoot, ID",,,,,,,,,,,,,,,,,,,1883,,,,
"Boise, ID",138,20088.44,32,4115.49,19,2692.24,,,,,,,,,,,,,1883,,,,
"Coeur d'Alene, ID",,,,,,,,,,,,,,,,,,,1883,,,,
"Hailey, ID",,,,,,,,,,,,,,,,,,,1883,,,,
"Lewiston, ID",250,38802.59,81,12754.66,39,5998.13,17,2700.43,,,,,,,,,,,1883,,,,
"Des Moines, IA",26,1982.61,60,5066.35,1,40,,,,,,,,,,,,,1883,,,,
"Aberdeen, SD",1863,290433.19,18,2559.94,364,57968.09,5,799.7,,,,,,,,,,,1883,,,,
"Bismarck, ND",1415,222484.74,30,4493.74,34,5430.15,8,1195.55,,,,,,,,,,,1883,,,,
"Deadwood, SD",336,52408.75,45,6934.99,13,1918.07,9,1440.19,,,,,,,,,,,1883,,,,
"Devils Lake, ND",,,,,,,,,,,,,,,,,,,1883,,,,
"Fargo, ND",2200,343520.21,367,52519.2,545,85056.22,94,14584.96,,,,,,,,,,,1883,,,,
"Grand Forks, ND",1479,226187.27,97,13888.48,1658,259458.75,167,26395.87,,,,,,,,,,,1883,,,,
"Huron, SD",4521,705620.91,43,6262.89,482,77434.07,12,1855.75,,,,,,,,,,,1883,,,,
"Mitchell, SD",4802,745995.29,410,64163.17,879,138080.74,106,16478.77,,,,,,,,,,,1883,,,,
"Watertown, SD",3657,573673.65,182,28538.51,338,54194.44,105,16033.73,,,,,,,,,,,1883,,,,
"Yankton, SD",1788,277062.67,543,85482.35,95,14019.94,97,14978.62,,,,,,,,,,,1883,,,,
"Concordia, KS",278,33272.52,507,71983.69,20,2467.9,13,1641.43,,,,,,,,,,,1883,,,,
"Garden City, KS",,,,,,,,,,,,,,,,,,,1883,,,,
"Independence, KS",37,3243.23,56,7154.11,8,1000,,,,,,,,,,,,,1883,,,,
"Kirwin, KS",1217,182235.84,940,147687.82,33,4761.54,41,6011.83,,,,,,,,,,,1883,,,,
"Larned, KS",682,102566.51,648,95700.76,7,1107.64,7,960,,,,,,,,,,,1883,,,,
"Oberlin, KS",274,42457.38,82,12998.36,4,640,13,1815.37,,,,,,,,,,,1883,,,,
"Salina, KS",430,54341.89,562,73031.07,14,1787.18,10,960,,,,,,,,,,,1883,,,,
"Topeka, KS",46,3641.1,52,4174.59,5,391.81,,,,,,,,,,,,,1883,,,,
"Wakeeney, KS",452,68960.09,468,67101.68,1,160,,,,,,,,,,,,,1883,,,,
"Wichita, KS",133,18062.35,202,26249.41,3,318.75,2,240,,,,,,,,,,,1883,,,,
"Natchitoches, LA",232,27857.59,51,4233.93,1,90,3,148.27,,,,,,,,,,,1883,,,,
"New Orleans, LA",704,96802.6,134,16763.01,3,266.25,20,2197.02,,,,,,,,,,,1883,,,,
"Detroit, MI",50,5253.58,43,5482.01,5,354.59,16,1622.97,,,,,,,,,,,1883,,,,
"East Saginaw, MI",158,20963.36,42,4734.04,13,1169.12,13,1238.6,,,,,,,,,,,1883,,,,
"Marquette, MI",297,39761.14,110,13865.89,13,1672.25,15,1719.8,,,,,,,,,,,1883,,,,
"Reed City, MI",134,13195.04,339,35487.14,20,1572.84,28,2392.26,,,,,,,,,,,1883,,,,
"Benson, MN",174,20700.48,470,59354.02,27,3788.37,28,3561.57,,,,,,,,,,,1883,,,,
"Crookston, MN",1379,205035.19,350,49107.66,299,45678.97,75,11369.25,,,,,,,,,,,1883,,,,
"Duluth, MN",229,32332.81,37,2936.38,37,5646.64,3,429.71,,,,,,,,,,,1883,,,,
"Fergus Falls, MN",421,52592.17,385,49221.56,47,6545.58,34,4609.69,,,,,,,,,,,1883,,,,
"Redwood Falls, MN",119,15089.75,263,32113.38,3,260.3,5,498.75,,,,,,,,,,,1883,,,,
"St. Cloud, MN",410,55862.47,205,24137.02,29,3808.56,5,678.22,,,,,,,,,,,1883,,,,
"Taylors Falls, MN",117,13528.07,53,5595.09,5,682.4,4,320,,,,,,,,,,,1883,,,,
"Tracy, MN",138,16527.76,278,36319.15,10,1360,11,1271.65,,,,,,,,,,,1883,,,,
"Worthington, MN",159,20204.05,238,27454.49,3,401.08,3,400,,,,,,,,,,,1883,,,,
"Jackson, MS",1356,167079.9,288,32603.77,3,280.76,23,2491.47,,,,,,,,,,,1883,,,,
"Boonville, MO",280,25974.06,97,7952.86,1,160,11,560.19,,,,,,,,,,,1883,,,,
"Ironton, MO",521,62636.31,100,11171.13,4,240,4,180,,,,,,,,,,,1883,,,,
"Springfield, MO",954,117622.79,155,15732.83,9,480,2,160,,,,,,,,,,,1883,,,,
"Bozeman, MT",129,18520.89,28,3477.1,6,942.31,1,160,,,,,,,,,,,1883,,,,
"Helena, MT",317,44469.1,96,11909.98,19,2702.58,26,3622.83,,,,,,,,,,,1883,,,,
"Miles City, MT",123,18223.02,20,3040.8,3,267.32,,,,,,,,,,,,,1883,,,,
"Beatrice, NE",35,2917.13,91,8448.23,4,400,,,,,,,,,,,,,1883,,,,
"Bloomington, NE",515,74983.55,595,87858.67,44,6802.99,64,9388.51,,,,,,,,,,,1883,,,,
"Grand Island, NE",1131,170525.33,497,67026.17,51,7155.71,29,4129.01,,,,,,,,,,,1883,,,,
"Lincoln, NE",88,8427.51,190,17396.33,5,570.57,3,240,,,,,,,,,,,1883,,,,
"McCook, NE",22,3510,30,4700.07,,,1,160,,,,,,,,,,,1883,,,,
"Neligh, NE",632,97231.53,116,17698.28,33,4995.08,32,4855.4,,,,,,,,,,,1883,,,,
"Niobrara, NE",1570,244292.85,196,30747.97,58,9225.83,58,9187.44,,,,,,,,,,,1883,,,,
"Norfolk, NE",,,,,,,,,,,,,,,,,,,1883,,,,
"North Platte, NE",690,107370.06,83,12340.06,14,2163.77,42,6640.61,,,,,,,,,,,1883,,,,
"Valentine, NE",,,,,,,,,,,,,,,,,,,1883,,,,
"Carson City, NV",15,2080,8,960,,2,320,,,,,,,,,,,,1883,,,,
"Eureka, NV",11,1607.89,13,1791.16,,,,,,,,,,,,,,,1883,,,,
"Las Cruces, NM",269,38443.1,92,11615.15,6,960.51,,,,,,,,,,,,,1883,,,,
"Santa Fe, NM",745,113357.77,459,69872.2,26,3919.73,7,1118.65,,,,,,,,,,,1883,,,,
"La Grande, OR",549,84576.25,168,25658.69,43,6813.12,9,1398.88,,,,,,,,,,,1883,,,,
"Lakeview, OR",56,8911.9,22,3517.95,1,160,4,638.13,,,,,,,,,,,1883,,,,
"Oregon City, OR",447,62465.55,172,21123.85,2,240.27,11,1371.68,,,,,,,,,,,1883,,,,
"Roseburg, OR",294,42508.03,172,25463.86,7,761.15,7,956.01,,,,,,,,,,,1883,,,,
"The Dalles, OR",243,37900.31,66,9795.32,11,1640,5,720,,,,,,,,,,,1883,,,,
"Salt Lake City, UT",432,58639.05,465,61915.86,3,199.51,34,3903.08,,,,,,,,,,,1883,,,,
"Colfax, WA",798,122176.55,171,25871.74,44,6417.71,25,4098.65,,,,,,,,,,,1883,,,,
"Olympia, WA",1008,146245.47,198,24499.12,28,3929.84,38,4752.53,,,,,,,,,,,1883,,,,
"Spokane, WA",,,,,,,,,,,,,,,,,,,1883,,,,
"Vancouver, WA",257,3577.92,109,13287.8,4,428.76,3,480,,,,,,,,,,,1883,,,,
