Office,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,year,,,,
"Miles City, MT",28,4420.85,27,3698.92,,,,,,,,,,,,,,,1890,,,,
"Bloomington, NE",65,8664.11,265,39793.38,32,4873.28,,,,,,,,,,,,,1890,,,,
"Chadron, NE",721,111744.92,433,68916.44,315,49467.68,,,,,,,,,,,,,1890,,,,
"Grand Island, NE",181,23400.74,618,93661,95,13135.08,,,,,,,,,,,,,1890,,,,
"Lincoln, NE",13,1108.8,43,4798.4,2,290,,,,,,,,,,,,,1890,,,,
"McCook, NE",442,66353.12,506,79843.54,307,46630.19,,,,,,,,,,,,,1890,,,,
"Neligh, NE",90,12998.84,232,33164.23,46,6988.49,,,,,,,,,,,,,1890,,,,
"North Platte, NE",785,121310.79,876,138321.53,208,33829.83,,,,,,,,,,,,,1890,,,,
"O'Neill, NE",97,13395.15,453,69919.34,69,10345.94,,,,,,,,,,,,,1890,,,,
"Sidney, NE",506,78971.18,308,48820.4,119,19667.5,,,,,,,,,,,,,1890,,,,
"Valentine, NE",241,37236.06,473,74403.79,70,11024.55,,,,,,,,,,,,,1890,,,,
"Carson City, NV",1,160,,,,,,,,,,,,,,,,,1890,,,,
"Eureka, NV",3,480,,,,,,,,,,,,,,,,,1890,,,,
"Folsom, NM",87,13731.46,10,1600,5,800,,,,,,,,,,,,,1890,,,,
"Las Cruces, NM",105,14830.77,64,8794.85,7,1116.81,,,,,,,,,,,,,1890,,,,
"Roswell, NM",23,3666.58,1,160,,,,,,,,,,,,,,,1890,,,,
"Santa Fe, NM",174,25274.27,72,11018.58,6,960,,,,,,,,,,,,,1890,,,,
"Bismarck, ND",200,31442.1,497,78823.88,8,1279.47,,,,,,,,,,,,,1890,,,,
"Devils Lake, ND",208,31668.83,153,24188.15,72,11457.07,,,,,,,,,,,,,1890,,,,
"Fargo, ND",245,37758.65,729,113970.03,36,5632.82,,,,,,,,,,,,,1890,,,,
"Grand Forks, ND",246,35870.23,484,75771.77,104,15826.42,,,,,,,,,,,,,1890,,,,
"Guthrie, OK",4033,622978.42,5,800,,,,,,,,,,,,,,,1890,,,,
"Kingfisher, OK",3600,458905.22,1,160,3,440,,,,,,,,,,,,,1890,,,,
"Burns, OR",131,20060.9,57,8510.34,22,3401.61,,,,,,,,,,,,,1890,,,,
"La Grande, OR",322,49453.06,192,30473.02,29,4319.29,,,,,,,,,,,,,1890,,,,
"Lakeview, OR",114,17764.48,37,5945.17,29,4473.53,,,,,,,,,,,,,1890,,,,
"Oregon City, OR",691,102096.2,259,37649.45,58,8666.51,,,,,,,,,,,,,1890,,,,
"Roseburg, OR",389,54821.4,169,24127.47,8,1146.93,,,,,,,,,,,,,1890,,,,
"The Dalles, OR",130,19808.35,211,33603.33,27,4145.15,,,,,,,,,,,,,1890,,,,
"Salt Lake City, UT",350,49206.87,249,35232.69,22,3176.99,,,,,,,,,,,,,1890,,,,
"Aberdeen, SD",258,40217.6,516,81822.05,70,10977.94,,,,,,,,,,,,,1890,,,,
"Chamberlain, SD",3,480,34,5387.1,,,,,,,,,,,,,,,1890,,,,
"Huron, SD",239,37130.13,970,169433.78,50,7438.43,,,,,,,,,,,,,1890,,,,
"Mitchell, SD",148,21625.94,658,101638.63,39,5598.2,1,160,,,,,,,,,,,1890,,,,
"Pierre, SD",3,480,9,1430,2,200,,,,,,,,,,,,,1890,,,,
"Rapid City, SD",334,52015.37,121,18851.37,52,7921.99,,,,,,,,,,,,,1890,,,,
"Watertown, SD",275,39896.69,1028,160541.59,68,10445.11,,,,,,,,,,,,,1890,,,,
"Yankton, SD",63,8622.58,292,43724.38,24,3123.93,,,,,,,,,,,,,1890,,,,
"North Yakima, WA",203,30936.3,91,14050.42,39,6108.6,4,640,,,,,,,,,,,1890,,,,
"Seattle, WA",1628,207434.45,948,137861.57,563,81669.34,,,,,,,,,,,,,1890,,,,
"Spokane, WA",508,76210.71,541,84171.05,46,6298.74,,,,,,,,,,,,,1890,,,,
"Vancouver, WA",490,65942.31,319,45984,50,7273.4,,,,,,,,,,,,,1890,,,,
"Walla Walla, WA",176,26033.73,209,32534.1,45,6568.75,,,,,,,,,,,,,1890,,,,
"Ashland, WI",113,13455.17,114,15751.77,57,6880.76,,,,,,,,,,,,,1890,,,,
"Eau Claire, WI",137,12601.43,346,36232.56,9,1198.75,,,,,,,,,,,,,1890,,,,
"Menasha, WI",37,3895.26,36,4019,5,375.1,,,,,,,,,,,,,1890,,,,
"Wausau, WI",146,15233.73,184,21467.04,15,1393.96,1,200,,,,,,,,,,,1890,,,,
"Buffalo, WY",153,23931,55,8777.87,45,7087.9,,,,,,,,,,,,,1890,,,,
"Cheyenne, WY",174,26607.88,60,8919.1,11,1757.75,,,,,,,,,,,,,1890,,,,
"Evanston, WY",45,6976.89,28,4408.52,1,160,,,,,,,,,,,,,1890,,,,
Illinois (GLO),2,196.3,,,,,,,,,,,,,,,,,1890,,,,
Indiana (GLO,,,,,,,,,,,,,,,,,,,1890,,,,
Ohio (GLO),1,80,,,,,,,,,,,,,,,,,1890,,,,
"Huntsville, AL",1681,181756.22,554,62417.74,58,5995.26,4,200.2,,,,,,,,,,,1891,,,,
"Montgomery, AL",1394,146335.2,1142,139758.24,92,10339.86,13,1238.5,,,,,,,,,,,1891,,,,
"Sitka, AK",,,,,,,,,,,,,,,,,,,1891,,,,
"Prescott, AZ",80,12261.97,30,4630.58,5,557.81,,,,,,,,,,,,,1891,,,,
"Tucson, AZ",162,22619.03,96,14106.54,34,4819.13,,,,,,,,,,,,,1891,,,,
"Camden, AR",706,77915.94,256,28367.99,11,1362.48,,,,,,,,,,,,,1891,,,,
"Dardanelle, AR",368,42919.79,215,24411.73,5,225.17,,,,,,,,,,,,,1891,,,,
"Harrison, AR",1072,124662.04,664,80679.25,15,1512.83,,,,,,,,,,,,,1891,,,,
"Little Rock, AR",566,59970.58,301,34673.39,11,880.39,,,,,,,,,,,,,1891,,,,
"Humboldt, CA",91,13528.01,40,6138.06,12,1787.89,,,,,,,,,,,,,1891,,,,
"Independence, CA",43,5996.02,18,2479.86,2,319.89,,,,,,,,,,,,,1891,,,,
"Los Angeles, CA",658,93872.21,205,29944.21,74,9679.17,,,,,,,,,,,,,1891,,,,
"Marysville, CA",163,23924.3,93,13151.2,6,700.52,,,,,,,,,,,,,1891,,,,
"Redding, CA",188,27076.62,176,26916.05,6,630.29,,,,,,,,,,,,,1891,,,,
"Sacramento, CA",176,24572.74,158,21394.72,11,1089.86,,,,,,,,,,,,,1891,,,,
"San Francisco, CA",763,101890.6,442,65670.28,170,24402.84,,,,,,,,,,,,,1891,,,,
"Stockton, CA",204,3166.02,96,14691.36,44,6414.96,,,,,,,,,,,,,1891,,,,
"Susanville, CA",83,12891.9,61,9481.23,9,1440,,,,,,,,,,,,,1891,,,,
"Visalia, CA",499,76001.22,208,31389.62,72,11141.71,,,,,,,,,,,,,1891,,,,
"Akron, CO",159,24469.48,56,8941.4,21,3360,,,,,,,,,,,,,1891,,,,
"Central City, CO",86,12720.57,47,7267.74,8,999.39,,,,,,,,,,,,,1891,,,,
"Del Norte, CO",202,30110.52,50,5369.1,29,4524.3,,,,,,,,,,,,,1891,,,,
"Denver, CO",289,51181.46,222,34272.07,94,13945,,,,,,,,,,,,,1891,,,,
"Durango, CO",137,18369.89,46,7190.05,14,1913.82,,,,,,,,,,,,,1891,,,,
"Glenwood Springs, CO",76,11661.68,54,8220.54,15,2394.16,,,,,,,,,,,,,1891,,,,
"Gunnison, CO",14,2240,10,1592.56,7,914.52,,,,,,,,,,,,,1891,,,,
"Hugo, CO",84,13405.02,9,1440,7,1119.87,,,,,,,,,,,,,1891,,,,
"Lamar, CO",155,23230.07,29,4632.82,21,3240,,,,,,,,,,,,,1891,,,,
"Leadville, CO",35,5021.71,13,1960,4,599.22,,,,,,,,,,,,,1891,,,,
"Montrose, CO",20,3122.26,2,278.95,2,200,,,,,,,,,,,,,1891,,,,
"Pueblo, CO",485,72845.42,185,27794.66,95,13952.8,1,160,,,,,,,,,,,1891,,,,
"Sterling, CO",134,20637.78,114,17857.37,18,2717.09,,,,,,,,,,,,,1891,,,,
"Gainesville, FL",980,123970,1021,127292.52,89,10595.79,,,,,,,,,,,,,1891,,,,
"Blackfoot, ID",300,45846.61,163,25647.3,23,4290.22,,,,,,,,,,,,,1891,,,,
"Boise, ID",255,35976.4,86,13409.63,23,3391.36,,,,,,,,,,,,,1891,,,,
"Coeur d'Alene, ID",28,4248.09,8,1279.8,2,320,,,,,,,,,,,,,1891,,,,
"Hailey, ID",76,11014.59,78,11890.08,6,810.95,,,,,,,,,,,,,1891,,,,
"Lewiston, ID",169,24633.97,105,15937.25,29,4119.59,,,,,,,,,,,,,1891,,,,
"Des Moines, IA",44,3166.82,20,2047.72,1,40.96,,,,,,,,,,,,,1891,,,,
"Garden City, KS",191,29626,831,131893.07,15,2197.06,,,,,,,,,,,,,1891,,,,
"Kirwin, KS",99,13543.07,352,52554.95,23,3429.77,,,,,,,,,,,,,1891,,,,
"Larned, KS",109,16468.5,263,39162.77,6,699.89,,,,,,,,,,,,,1891,,,,
"Oberlin, KS",251,39427.3,1277,202117.91,20,3359.64,,,,,,,,,,,,,1891,,,,
"Salina, KS",62,8169.83,193,23654.49,2,120,,,,,,,,,,,,,1891,,,,
"Topeka, KS",20,1913.89,32,2722.81,2,120,,,,,,,,,,,,,1891,,,,
"Wakeeney, KS",333,53750.25,865,136702.82,20,3001.05,1,123.07,,,,,,,,,,,1891,,,,
"Natchitoches, LA",502,58420.07,118,13774.85,12,1520.57,,,,,,,,,,,,,1891,,,,
"New Orleans, LA",775,99484.35,413,59736.26,50,7437.44,7,1045.96,,,,,,,,,,,1891,,,,
"Grayling, MI",99,10823.98,104,12439.41,27,2886.96,,,,,,,,,,,,,1891,,,,
"Marquette, MI",460,64671.08,170,22530.78,176,26373.04,,,,,,,,,,,,,1891,,,,
"Crookston, MN",501,73111.04,456,66364.46,18,2628.44,,,,,,,,,,,,,1891,,,,
"Duluth, MN",589,74158.62,40,4593.2,101,12936.76,,,,,,,,,,,,,1891,,,,
"Marshall, MN",157,17583.84,261,32414.75,10,1219.68,1,80,,,,,,,,,,,1891,,,,
"St. Cloud, MN",378,44674.42,351,44799.97,20,2413.07,,,,,,,,,,,,,1891,,,,
"Taylors Falls, MN",92,11206.56,70,8308.81,2,280,,,,,,,,,,,,,1891,,,,
"Jackson, MS",2019,237739.22,1210,145435.7,38,4820.15,1,39.94,,,,,,,,,,,1891,,,,
"Boonville, MO",383,37660.4,239,22717.55,4,186.82,,,,,,,,,,,,,1891,,,,
"Ironton, MO",462,45201.67,375,45355.84,7,600,,,,,,,,,,,,,1891,,,,
"Springfield, MO",940,103514.97,904,115661.85,12,999.1,,,,,,,,,,,,,1891,,,,
"Bozeman, MT",176,25657.22,82,12266.78,9,1144.53,,,,,,,,,,,,,1891,,,,
"Helena, MT",347,53876.58,176,26837.49,97,14545.36,1,40,,,,,,,,,,,1891,,,,
"Lewistown, MT",102,15975.09,50,7836.66,9,1436.63,,,,,,,,,,,,,1891,,,,
"Miles City, MT",74,10987.5,23,3526.94,,,,,,,,,,,,,,,1891,,,,
"Missoula, MT",96,12719.37,20,3159.25,4,589.41,,,,,,,,,,,,,1891,,,,
"Alliance, NE",206,31115.14,226,36145.42,39,5904.05,,,,,,,,,,,,,1891,,,,
"Bloomington, NE",103,5882.25,151,22774.47,15,2120,,,,,,,,,,,,,1891,,,,
"Broken Bow, NE",145,21026.23,142,22149.12,31,4572.1,,,,,,,,,,,,,1891,,,,
"Chadron, NE",255,39333.28,441,69961.51,48,7169.46,,,,,,,,,,,,,1891,,,,
"Grand Island, NE",112,13987.62,313,45360.79,25,2886.25,,,,,,,,,,,,,1891,,,,
"Lincoln, NE",10,858.63,13,1200,1,80,,,,,,,,,,,,,1891,,,,
"McCook, NE",212,32677.93,679,107576.19,73,11315.91,,,,,,,,,,,,,1891,,,,
"Neligh, NE",63,8899.95,160,24408.22,9,1240,,,,,,,,,,,,,1891,,,,
"North Platte, NE",321,48513.07,667,104948.67,36,5513.58,,,,,,,,,,,,,1891,,,,
"O'Neill, NE",68,9228.81,222,33327.14,15,2198.49,,,,,89,14103.21,,,,,,,1891,,,,
"Sidney, NE",183,28223.97,530,84516.24,18,2859.34,,,,,,,,,,,,,1891,,,,
"Valentine, NE",202,34629.4,374,58748.82,8,1159.85,,,,,,,,,,,,,1891,,,,
"Carson City, NV",1,160,6,753.24,,,,,,,,,,,,,,,1891,,,,
"Eureka, NV",19,2800.35,7,1037.29,,,,,,,,,,,,,,,1891,,,,
"Folsom, NM",84,13243.92,26,4159.67,7,1120,,,,,,,,,,,,,1891,,,,
"Las Cruces, NM",146,21169.03,87,12472.03,7,760.46,,,,,,,,,,,,,1891,,,,
"Roswell, NM",140,21316.81,46,7155.43,2,278.4,,,,,,,,,,,,,1891,,,,
"Santa Fe, NM",154,22319.43,82,12706.88,2,320,,,,,,,,,,,,,1891,,,,
"Bismarck, ND",278,48202.28,328,51816.28,3,480,,,,,,,,,,,,,1891,,,,
"Devils Lake, ND",221,34376.11,200,31386.24,11,1673.98,,,,,,,,,,,,,1891,,,,
"Fargo, ND",365,55650.8,707,110314.26,18,2862.91,,,,,,,,,,,,,1891,,,,
"Grand Forks, ND",270,40007.32,307,47007.81,51,7173.13,,,,,,,,,,,,,1891,,,,
"Beaver, OK",309,49323.78,3,480,,,,,,,,,,,,,,,1891,,,,
"Guthrie, OK",564,85429.73,52,8037.63,158,23754.8,,,,,,,,,,,,,1891,,,,
"Kingfisher, OK",495,72996.84,15,2260.55,47,7131.16,,,,,,,,,,,,,1891,,,,
"Oklahoma City, OK",596,87035.79,35,5422.14,171,24814.67,,,,,,,,,,,,,1891,,,,
"Burns, OR",108,15871.85,71,11310.94,19,2914.29,,,,,,,,,,,,,1891,,,,
"La Grande, OR",589,88997.39,188,29452.88,26,3874.76,,,,,,,,,,,,,1891,,,,
"Lakeview, OR",130,20131.75,33,5177.87,16,2490.47,,,,,,,,,,,,,1891,,,,
"Oregon City, OR",672,95826.67,288,41608.59,108,16200.77,,,,,,,,,,,,,1891,,,,
"Roseburg, OR",516,72202.8,211,31661.99,27,3908.92,,,,,,,,,,,,,1891,,,,
"The Dalles, OR",503,76216.88,296,46429.02,19,2902.16,,,,,,,,,,,,,1891,,,,
"Aberdeen, SD",208,32089.52,336,53200.06,20,2997.83,,,,,,,,,,,,,1891,,,,
"Chamberlain, SD",23,3595.69,102,15867.29,3,480,,,,,168,26027.78,,,,,,,1891,,,,
"Huron, SD",163,25504.55,635,100249.53,8,1280,,,,,4,587.67,,,,,,,1891,,,,
"Mitchell, SD",146,21982.94,330,50503.29,16,2266.47,,,,,,,,,,,,,1891,,,,
"Pierre, SD",26,4069.48,71,11091.25,6,880,,,,,71,10400.7,,,,,,,1891,,,,
"Rapid City, SD",406,62108.64,204,32114.36,40,5942.65,,,,,,,,,,,,,1891,,,,
"Watertown, SD",254,36881.71,595,89219.36,23,3424.04,,,,,,,,,,,,,1891,,,,
"Yankton, SD",110,14283.08,166,24721.23,14,1640,,,,,,,,,,,,,1891,,,,
"Salt Lake City, UT",373,51558.11,242,34750.1,44,5553.14,,,,,,,,,,,,,1891,,,,
"North Yakima, WA",178,26666.35,86,12635.39,27,4194.1,,,,,,,,,,,,,1891,,,,
"Olympia, WA",449,55104.18,101,14613.72,87,11199.23,,,,,,,,,,,,,1891,,,,
"Seattle, WA",852,101351.16,358,50235.96,510,67185.88,,,,,,,,,,,,,1891,,,,
"Spokane, WA",878,131647.66,402,61290.87,33,4736.35,,,,,,,,,,,,,1891,,,,
"Vancouver, WA",1007,139604.9,175,24649.91,49,6558.9,,,,,,,,,,,,,1891,,,,
"Walla Walla, WA",228,33831.07,107,16429.93,31,4325.56,,,,,,,,,,,,,1891,,,,
"Waterville, WA",306,47541.62,37,5848.54,33,4676.49,,,,,,,,,,,,,1891,,,,
"Ashland, WI",430,58546.25,104,14670.69,48,6713.56,,,,,,,,,,,,,1891,,,,
"Eau Claire, WI",207,19469.9,323,36143.55,8,832.37,,,,,,,,,,,,,1891,,,,
"Menasha, WI",30,3271.09,49,5007.75,4,360,,,,,,,,,,,,,1891,,,,
"Wausau, WI",571,66070.21,188,19198.81,15,1385.25,,,,,,,,,,,,,1891,,,,
"Buffalo, WY",98,15567.37,70,11192.41,22,3401.44,,,,,,,,,,,,,1891,,,,
"Cheyenne, WY",151,22724.71,84,12947.89,13,1994,,,,,,,,,,,,,1891,,,,
"Douglas, WY",78,12191.08,14,2237.14,3,360,,,,,,,,,,,,,1891,,,,
"Evanston, WY",146,22943.02,21,3363.01,6,1201.04,,,,,,,,,,,,,1891,,,,
"Lander, WY",14,2081.95,14,2185.45,,,,,,,,,,,,,,,1891,,,,
"Sundance, WY",48,7515.18,26,4134.98,8,1279.66,,,,,,,,,,,,,1891,,,,
Illinois (GLO),6,423.86,2,125.04,,,,,,,,,,,,,,,1891,,,,
Indiana (GLO,,,,,,,,,,,,,,,,,,,1891,,,,
Ohio (GLO),2,195,,,,,,,,,,,,,,,,,1891,,,,
"Huntsville, AL",888,96874.62,486,55279.07,34,2627.58,3,200.56,,,,,,,,,,,1892,,,,
"Montgomery, AL",1044,106884.38,839,104698.54,54,6320.5,2,160.9,,,,,,,,,,,1892,,,,
"Sitka, AK",,,,,,,,,,,,,,,,,,,1892,,,,
"Prescott, AZ",130,18622.08,34,5070.84,1,160,,,,,,,,,,,,,1892,,,,
"Tucson, AZ",182,24161.46,85,14111.25,15,1906.99,,,,,,,,,,,,,1892,,,,
"Camden, AR",596,64970.51,241,28112.74,17,1921.65,,,,,,,,,,,,,1892,,,,
"Dardanelle, AR",230,25369.7,188,21603.7,2,160,,,,,,,,,,,,,1892,,,,
"Harrison, AR",973,112017.08,581,69859.36,7,584.5,,,,,,,,,,,,,1892,,,,
"Little Rock, AR",508,56726.24,266,32854.44,5,512.7,,,,,,,,,,,,,1892,,,,
"Humboldt, CA",113,16586.76,33,5047.348,8,1160,,,,,,,,,,,,,1892,,,,
"Independence, CA",53,7792.46,24,3400,3,480,,,,,,,,,,,,,1892,,,,
"Los Angeles, CA",586,81573.31,210,31293.72,69,9561.72,,,,,,,,,,,,,1892,,,,
"Marysville, CA",162,21332.74,82,12594.83,7,1026.74,,,,,,,,,,,,,1892,,,,
"Redding, CA",245,35832.77,117,17618.37,3,280,1,80,,,,,,,,,,,1892,,,,
"Sacramento, CA",169,23437.83,143,20108.38,9,1180,2,320,,,,,,,,,,,1892,,,,
"San Francisco, CA",758,110393.72,468,69551.63,93,12784.89,,,,,,,,,,,,,1892,,,,
"Stockton, CA",227,33822.38,106,15615.59,36,5383.45,,,,,,,,,,,,,1892,,,,
"Susanville, CA",201,30471.28,82,12685.44,2,317.6,,,,,,,,,,,,,1892,,,,
"Visalia, CA",456,70198.79,282,43610.64,73,11326.71,,,,,,,,,,,,,1892,,,,
"Akron, CO",375,59121.64,154,24533.83,6,880,,,,,,,,,,,,,1892,,,,
"Central City, CO",104,15413.36,28,4020.81,,,,,,,,,,,,,,,1892,,,,
"Del Norte, CO",155,22619.64,59,8760.24,11,1758.4,,,,,,,,,,,,,1892,,,,
"Denver, CO",293,43815.08,171,25941.85,37,4836.94,,,,,,,,,,,,,1892,,,,
"Durango, CO",125,18978.35,29,4589.82,10,1421.81,,,,,,,,,,,,,1892,,,,
"Glenwood Springs, CO",86,13437.64,56,8675.52,10,1482.44,,,,,,,,,,,,,1892,,,,
"Gunnison, CO",13,1972.46,20,3158.51,2,200,,,,,,,,,,,,,1892,,,,
"Hugo, CO",116,18277.94,26,4157.7,2,320,,,,,,,,,,,,,1892,,,,
"Lamar, CO",131,20305.07,43,6797.19,20,2940.59,,,,,,,,,,,,,1892,,,,
"Leadville, CO",68,10173.97,32,4813.58,5,785.33,,,,,,,,,,,,,1892,,,,
"Montrose, CO",28,4156.26,3,447.93,2,305.15,,,,,,,,,,,,,1892,,,,
"Pueblo, CO",476,71930.46,134,20588.78,70,10585.51,,,,,,,,,,,,,1892,,,,
"Sterling, CO",309,48352.49,175,27808.66,2,320,,,,,,,,,,,,,1892,,,,
"Gainesville, FL",1258,153808.2,703,89523.38,69,8638.18,,,,,,,,,,,,,1892,,,,
"Blackfoot, ID",404,59482.33,137,19593.57,20,2979.56,,,,,,,,,,,,,1892,,,,
"Boise, ID",260,36698.07,66,10061.51,21,2915.81,,,,,,,,,,,,,1892,,,,
"Coeur d'Alene, ID",86,11417.31,27,3400.34,1,160,,,,,,,,,,,,,1892,,,,
"Hailey, ID",116,16705.64,66,10112.51,2,280.9,,,,,,,,,,,,,1892,,,,
"Lewiston, ID",301,41125.41,93,14105.3,15,1999.92,,,,,,,,,,,,,1892,,,,
"Des Moines, IA",45,2879.67,30,3585.58,6,270.27,,,,,,,,,,,,,1892,,,,
"Garden City, KS",439,68453.37,580,91633.12,3,400,,,,,,,,,,,,,1892,,,,
"Kirwin, KS",175,23195.22,259,36688,23,3464.9,,,,,,,,,,,,,1892,,,,
"Larned, KS",187,28047.05,232,35077.69,4,640,,,,,,,,,,,,,1892,,,,
"Oberlin, KS",612,94917.89,855,133894.26,13,2000,,,,,,,,,,,,,1892,,,,
"Salina, KS",94,12451,153,19261.19,9,961.46,1,160,,,,,,,,,,,1892,,,,
"Topeka, KS",10,805.85,14,1595.53,4,440,,,,,,,,,,,,,1892,,,,
"Wakeeney, KS",868,135596.64,914,143375.21,11,1760,,,,,,,,,,,,,1892,,,,
"Natchitoches, LA",295,30920.86,130,14964.83,7,546.1,,,,,,,,,,,,,1892,,,,
"New Orleans, LA",817,96722.65,589,81557.41,46,6638.03,1,39.76,,,,,,,,,,,1892,,,,
"Grayling, MI",99,10563.7,64,7194.73,17,1731.19,,,,,,,,,,,,,1892,,,,
"Marquette, MI",557,75131.92,156,19682.05,109,15398.9,,,,,,,,,,,,,1892,,,,
"Crookston, MN",621,87273.2,333,49597.79,6,960,,,,,,,,,,,,,1892,,,,
"Duluth, MN",1568,193729.16,49,5777.8,150,19689.96,,,,,,,,,,,,,1892,,,,
"Marshall, MN",244,25638.22,203,22777.57,6,523.5,1,40,,,,,,,,,,,1892,,,,
"St. Cloud, MN",577,66994.66,332,41631.08,25,3060.39,,,,,,,,,,,,,1892,,,,
"Taylors Falls, MN",167,19161.74,61,6822.88,7,880,,,,,,,,,,,,,1892,,,,
"Jackson, MS",1535,181139.86,710,85198.56,55,7205.79,,,,,,,,,,,,,1892,,,,
"Boonville, MO",470,46735.1,213,22502.84,3,120,,,,,,,,,,,,,1892,,,,
"Ironton, MO",448,43612.85,338,40461.07,5,502.26,,,,,,,,,,,,,1892,,,,
"Springfield, MO",1015,112614.53,639,80632.35,10,690.01,,,,,,,,,,,,,1892,,,,
"Bozeman, MT",223,32864.4,79,11503.93,4,520,,,,,,,,,,,,,1892,,,,
"Helena, MT",793,120987.32,140,21062.67,40,5346.23,,,,,,,,,,,,,1892,,,,
"Lewistown, MT",189,29810.61,34,5411.93,10,1542.05,,,,,,,,,,,,,1892,,,,
"Miles City, MT",98,15181.24,38,5772.38,1,160,,,,,,,,,,,,,1892,,,,
"Missoula, MT",360,49435.74,106,16359.18,27,3628.01,,,,,,,,,,,,,1892,,,,
"Alliance, NE",265,40001.35,202,33620.4,25,3701.46,,,,,,,,,,,,,1892,,,,
"Bloomington, NE",73,9860.38,98,14441.69,6,679.06,,,,,,,,,,,,,1892,,,,
"Broken Bow, NE",139,20873.76,124,19508.49,13,1629.62,,,,,,,,,,,,,1892,,,,
"Chadron, NE",460,71037.71,316,50134.81,21,3277.01,,,,,,,,,,,,,1892,,,,
"Grand Island, NE",153,20878.53,182,25628.15,10,745.01,,,,,,,,,,,,,1892,,,,
"Lincoln, NE",7,637.2,23,2292.8,2,282.7,,,,,,,,,,,,,1892,,,,
"McCook, NE",394,58741.51,472,73800.07,28,3907.03,,,,,,,,,,,,,1892,,,,
"Neligh, NE",72,10344.71,115,18304.6,4,363.14,,,,,,,,,,,,,1892,,,,
"North Platte, NE",457,69122.14,456,71421.94,9,1320,,,,,,,,,,,,,1892,,,,
"O'Neill, NE",1387,211651.72,163,24330.15,14,1892.01,,,,,,,,,,,,,1892,,,,
"Sidney, NE",304,47313.51,347,55312.01,21,3230.21,,,,,,,,,,,,,1892,,,,
"Valentine, NE",288,43858.27,272,42795.81,16,2351.83,,,,,,,,,,,,,1892,,,,
"Carson City, NV",15,2400,1,160,,,,,,,,,,,,,,,1892,,,,
"Eureka, NV",7,1080.48,4,517.34,,,,,,,,,,,,,,,1892,,,,
"Clayton, NM",56,8695.25,10,1479.56,3,440.02,,,,,,,,,,,,,1892,,,,
"Folsom, NM",137,21834.76,8,1279.21,6,957.58,,,,,,,,,,,,,1892,,,,
"Las Cruces, NM",130,18130.25,81,11859.99,4,557.25,,,,,,,,,,,,,1892,,,,
"Roswell, NM",139,20640.46,29,4359.28,9,1400.2,,,,,,,,,,,,,1892,,,,
"Santa Fe, NM",263,39273.15,97,14459.39,12,1919.7,,,,,,,,,,,,,1892,,,,
"Bismarck, ND",630,98741.71,373,58735.9,2,320,,,,,,,,,,,,,1892,,,,
"Devils Lake, ND",882,136878.7,207,31792.97,13,1885.89,,,,,,,,,,,,,1892,,,,
"Fargo, ND",921,143424.55,426,71293.03,9,1435.68,,,,,,,,,,,,,1892,,,,
"Grand Forks, ND",448,66546.22,231,35808.52,25,3386.37,,,,,,,,,,,,,1892,,,,
"Minot, ND",23,3675.76,12,1908.75,,,,,,,,,,,,,,,1892,,,,
"Beaver, OK",217,33943.75,7,1120,,,,,,,,,,,,,,,1892,,,,
"Guthrie, OK",3620,547889.48,78,12067,93,13578.69,,,,,,,,,,,,,1892,,,,
"Kingfisher, OK",2411,374363.71,33,5214.98,152,12480.31,,,,,,,,,,,,,1892,,,,
"Oklahoma City, OK",4196,624743.11,53,8166.07,99,14362.26,,,,,,,,,,,,,1892,,,,
"Burns, OR",123,18710.44,60,9283.03,11,1563.63,,,,,,,,,,,,,1892,,,,
"La Grande, OR",578,87968.84,280,43357.14,34,4773.43,,,,,,,,,,,,,1892,,,,
"Lakeview, OR",131,21409.84,65,10192.91,24,3592.09,,,,,,,,,,,,,1892,,,,
"Oregon City, OR",685,99781.63,260,36664.75,92,12931.39,,,,,,,,,,,,,1892,,,,
"Roseburg, OR",592,83046.66,187,26850.78,16,2343.56,,,,,,,,,,,,,1892,,,,
"The Dalles, OR",569,87792.98,316,49717.52,15,2280.22,,,,,,,,,,,,,1892,,,,
"Aberdeen, SD",357,56005.21,301,47922.59,3,360,,,,,,,,,,,,,1892,,,,
"Chamberlain, SD",446,70694.8,39,6093.25,1,160,,,,,,,16,2456.69,,,,,1892,,,,
"Huron, SD",409,63886.3,361,56600.1,7,1014.6,,,,,,,,,,,,,1892,,,,
"Mitchell, SD",325,48866.5,190,29200.35,12,1833.58,,,,,,,,,,,,,1892,,,,
"Pierre, SD",120,18131.28,49,7835.95,,,,,,,,,2,233.05,,,,,1892,,,,
"Rapid City, SD",296,45876.75,167,26263.58,20,2959.35,,,,,,,,,,,,,1892,,,,
"Watertown, SD",2107,323225.51,375,57727.03,12,1716.3,,,,,,,,,,,,,1892,,,,
"Yankton, SD",120,15376.23,106,15354.91,5,532.43,,,,,,,,,,,,,1892,,,,
"Salt Lake City, UT",637,87609.24,190,26740.4,38,5012.23,,,,,,,,,,,,,1892,,,,
"North Yakima, WA",144,21426.54,32,4817.85,4,640,,,,,,,,,,,,,1892,,,,
"Olympia, WA",405,50364.8,91,12700.89,76,9318.47,,,,,,,,,,,,,1892,,,,
